49	47	58	48
49	47	58	48
52	49	63	51
52	49	63	51
52	50	61	51
52	52	63	53
52	52	63	53
51	50	61	51
50	49	63	50
53	52	59	53
53	52	59	53
54	53	60	54
53	52	59	53
53	52	59	53
53	52	63	53
53	51	65	53
53	52	63	53
53	52	63	53
53	53	64	54
53	53	60	53
53	53	64	54
54	53	64	54
53	53	60	53
52	52	59	52
53	52	63	53
54	52	59	53
57	51	53	53
54	54	54	53
53	54	56	53
52	52	63	53
55	60	65	59
53	53	60	53
54	53	60	54
55	53	60	54
54	52	59	53
52	51	65	52
54	54	65	55
53	53	64	54
54	54	61	54
53	53	60	53
53	53	60	53
54	53	60	54
53	53	64	54
54	54	65	55
59	58	65	59
53	52	59	53
53	54	56	53
53	53	60	53
53	54	54	53
53	53	64	54
54	53	67	54
53	53	64	54
54	54	61	54
54	54	65	55
59	58	69	59
55	54	65	55
59	59	61	59
56	55	57	55
55	54	61	55
55	55	57	55
53	53	60	53
55	54	65	55
55	53	64	54
55	55	57	55
58	58	69	59
55	60	69	59
54	54	65	55
55	54	65	55
55	54	65	55
55	54	61	55
60	59	61	59
55	54	56	54
56	55	57	55
55	55	57	55
58	58	69	59
55	52	71	55
60	58	65	59
60	59	59	59
56	55	55	55
55	53	60	54
60	59	61	59
55	55	57	55
60	59	59	59
62	61	59	61
60	59	59	59
59	58	69	59
59	58	65	59
60	58	69	59
59	57	71	59
58	57	71	58
58	58	65	58
59	57	71	59
55	53	67	55
60	58	69	59
64	57	66	60
61	60	62	60
60	59	61	59
60	60	60	60
61	60	67	61
65	64	66	64
64	63	70	64
65	64	66	64
64	63	70	64
60	60	67	60
61	60	67	61
61	60	67	61
61	59	66	60
59	59	70	60
60	60	71	61
61	59	66	60
64	63	70	64
68	62	66	64
64	58	62	60
61	60	67	61
66	66	68	66
65	58	67	61
64	57	66	60
68	62	62	63
68	62	64	64
61	59	66	60
62	60	67	61
61	60	67	61
62	60	67	61
64	64	66	64
64	64	66	64
65	64	66	64
64	63	70	64
64	64	66	64
64	64	66	64
64	64	66	64
62	61	63	61
71	59	70	63
71	59	70	63
68	62	66	64
66	66	68	66
68	61	70	64
68	61	70	64
68	61	70	64
67	66	68	66
73	62	66	65
71	60	64	63
68	62	66	64
67	66	68	66
68	62	66	64
68	62	66	64
70	64	68	66
67	66	68	66
65	63	70	64
69	67	74	68
71	60	66	63
72	66	70	68
69	68	68	68
67	66	66	66
67	66	68	66
67	66	68	66
67	66	68	66
67	66	68	66
66	66	68	66
68	68	70	68
69	67	74	68
67	65	72	66
70	64	68	66
70	64	68	66
78	65	67	69
77	64	66	68
72	66	68	68
70	69	69	69
72	66	68	68
70	64	66	66
68	68	70	68
70	64	68	66
70	63	72	66
72	65	74	68
72	66	68	68
67	66	68	66
69	68	68	68
69	68	68	68
73	62	68	65
75	64	70	67
75	64	68	67
75	64	68	67
67	66	68	66
75	69	71	71
75	64	68	67
75	64	68	67
75	69	69	70
75	69	69	70
72	66	70	68
73	67	71	69
72	71	73	71
69	69	71	69
69	69	69	69
69	69	69	69
70	69	69	69
72	71	71	71
73	67	69	69
70	64	66	66
76	76	69	75
75	69	69	70
