;I_mag;V_gen;X;Y;R;theta;Points
0;4.0;5.0;3.06854e-05;4.61938e-07;3.06892e-05;0.864;12.0
1;4.0;5.0;3.06854e-05;4.61938e-07;3.06892e-05;0.864;12.0
2;4.0;5.0;3.06854e-05;4.61938e-07;3.06854e-05;0.864;12.0
3;4.0;5.0;3.06854e-05;4.61938e-07;3.06854e-05;0.864;12.0
4;4.0;5.0;3.06854e-05;4.61938e-07;3.06854e-05;0.864;12.0
5;4.0;5.0;3.06854e-05;4.61938e-07;3.06854e-05;0.864;12.0
6;4.0;5.0;3.06854e-05;4.61938e-07;3.06854e-05;0.864;12.0
7;4.0;5.0;3.06817e-05;4.61938e-07;3.06854e-05;0.864;12.0
8;4.0;5.0;3.06817e-05;4.61938e-07;3.06854e-05;0.858;12.0
9;4.0;5.0;3.06817e-05;4.58213e-07;3.06854e-05;0.858;12.0
10;4.0;5.0;3.06817e-05;4.58213e-07;3.06854e-05;0.858;12.0
11;4.0;5.0;3.06817e-05;4.58213e-07;3.06854e-05;0.858;12.0
12;4.0;5.0;3.0678e-05;4.58213e-07;3.06817e-05;0.858;12.0
13;4.0;5.0;3.0678e-05;4.58213e-07;3.06817e-05;0.858;12.0
14;4.0;5.0;3.0678e-05;4.58213e-07;3.06817e-05;0.858;12.0
15;4.0;5.0;3.0678e-05;4.58213e-07;3.06817e-05;0.858;12.0
16;4.0;5.0;3.0678e-05;4.58213e-07;3.0678e-05;0.858;12.0
17;4.0;5.0;3.06743e-05;4.58213e-07;3.0678e-05;0.858;12.0
18;4.0;5.0;3.06743e-05;4.58213e-07;3.0678e-05;0.858;12.0
19;4.0;5.0;3.06743e-05;4.58213e-07;3.0678e-05;0.858;12.0
20;4.0;5.0;3.06743e-05;4.58213e-07;3.0678e-05;0.858;12.0
21;4.0;5.0;3.06743e-05;4.58213e-07;3.0678e-05;0.858;12.0
22;4.0;5.0;3.06743e-05;4.58213e-07;3.0678e-05;0.858;12.0
23;4.0;5.0;3.06743e-05;4.58213e-07;3.0678e-05;0.858;12.0
24;4.0;5.0;3.06743e-05;4.58213e-07;3.0678e-05;0.852;12.0
25;4.0;5.0;3.06743e-05;4.54487e-07;3.0678e-05;0.852;12.0
26;4.0;5.0;3.06743e-05;4.54487e-07;3.06743e-05;0.852;12.0
27;4.0;5.0;3.06705e-05;4.54487e-07;3.06743e-05;0.852;12.0
28;4.0;5.0;3.06705e-05;4.54487e-07;3.06743e-05;0.852;12.0
29;4.0;5.0;3.06705e-05;4.54487e-07;3.06743e-05;0.852;12.0
30;4.0;5.0;3.06705e-05;4.54487e-07;3.06743e-05;0.852;12.0
31;4.0;5.0;3.06705e-05;4.54487e-07;3.06743e-05;0.852;12.0
32;4.0;5.0;3.06705e-05;4.54487e-07;3.06743e-05;0.852;12.0
33;4.0;5.0;3.06668e-05;4.54487e-07;3.06705e-05;0.852;12.0
34;4.0;5.0;3.06668e-05;4.54487e-07;3.06705e-05;0.852;12.0
35;4.0;5.0;3.06668e-05;4.54487e-07;3.06705e-05;0.852;12.0
36;4.0;5.0;3.06668e-05;4.54487e-07;3.06705e-05;0.852;12.0
37;4.0;5.0;3.06668e-05;4.54487e-07;3.06705e-05;0.852;12.0
38;4.0;5.0;3.06668e-05;4.54487e-07;3.06705e-05;0.852;12.0
39;4.0;5.0;3.06668e-05;4.54487e-07;3.06705e-05;0.852;12.0
40;4.0;5.0;3.06668e-05;4.54487e-07;3.06705e-05;0.852;12.0
41;4.0;5.0;3.06668e-05;4.50762e-07;3.06705e-05;0.846;12.0
42;4.0;5.0;3.06668e-05;4.50762e-07;3.06705e-05;0.846;12.0
43;4.0;5.0;3.06668e-05;4.50762e-07;3.06705e-05;0.846;12.0
44;4.0;5.0;3.06668e-05;4.50762e-07;3.06705e-05;0.846;12.0
45;4.0;5.0;3.06668e-05;4.50762e-07;3.06705e-05;0.846;12.0
46;4.0;5.0;3.06668e-05;4.50762e-07;3.06705e-05;0.846;12.0
47;4.0;5.0;3.06668e-05;4.50762e-07;3.06705e-05;0.846;12.0
48;4.0;5.0;3.06668e-05;4.50762e-07;3.06705e-05;0.846;12.0
49;4.0;5.0;3.06668e-05;4.50762e-07;3.06705e-05;0.846;12.0
50;4.0;5.0;3.06668e-05;4.50762e-07;3.06705e-05;0.846;12.0
