;I_mag;V_gen;X;Y;R;theta;Points
0;6.0;5.0;3.02159e-05;4.80566e-07;3.02197e-05;0.918;12.0
1;6.0;5.0;3.02159e-05;4.80566e-07;3.02197e-05;0.918;12.0
2;6.0;5.0;3.02159e-05;4.80566e-07;3.02197e-05;0.918;12.0
3;6.0;5.0;3.02159e-05;4.80566e-07;3.02159e-05;0.918;12.0
4;6.0;5.0;3.02122e-05;4.80566e-07;3.02159e-05;0.924;12.0
5;6.0;5.0;3.02122e-05;4.84291e-07;3.02159e-05;0.924;12.0
6;6.0;5.0;3.02122e-05;4.84291e-07;3.02159e-05;0.924;12.0
7;6.0;5.0;3.02122e-05;4.84291e-07;3.02159e-05;0.924;12.0
8;6.0;5.0;3.02122e-05;4.84291e-07;3.02159e-05;0.924;12.0
9;6.0;5.0;3.02122e-05;4.88017e-07;3.02159e-05;0.93;12.0
10;6.0;5.0;3.02122e-05;4.88017e-07;3.02159e-05;0.93;12.0
11;6.0;5.0;3.02122e-05;4.88017e-07;3.02159e-05;0.93;12.0
12;6.0;5.0;3.02122e-05;4.88017e-07;3.02159e-05;0.93;12.0
13;6.0;5.0;3.02122e-05;4.88017e-07;3.02159e-05;0.93;12.0
14;6.0;5.0;3.02122e-05;4.91742e-07;3.02159e-05;0.936;12.0
15;6.0;5.0;3.02122e-05;4.91742e-07;3.02159e-05;0.936;12.0
16;6.0;5.0;3.02122e-05;4.91742e-07;3.02159e-05;0.936;12.0
17;6.0;5.0;3.02122e-05;4.91742e-07;3.02159e-05;0.936;12.0
18;6.0;5.0;3.02122e-05;4.91742e-07;3.02159e-05;0.942;12.0
19;6.0;5.0;3.02122e-05;4.95467e-07;3.02159e-05;0.942;12.0
20;6.0;5.0;3.02122e-05;4.95467e-07;3.02159e-05;0.942;12.0
21;6.0;5.0;3.02122e-05;4.95467e-07;3.02159e-05;0.942;12.0
22;6.0;5.0;3.02122e-05;4.95467e-07;3.02159e-05;0.942;12.0
23;6.0;5.0;3.02122e-05;4.95467e-07;3.02159e-05;0.942;12.0
24;6.0;5.0;3.02122e-05;4.95467e-07;3.02159e-05;0.942;12.0
25;6.0;5.0;3.02122e-05;4.95467e-07;3.02159e-05;0.942;12.0
26;6.0;5.0;3.02122e-05;4.95467e-07;3.02159e-05;0.942;12.0
27;6.0;5.0;3.02122e-05;4.95467e-07;3.02159e-05;0.948;12.0
28;6.0;5.0;3.02122e-05;4.99193e-07;3.02159e-05;0.948;12.0
29;6.0;5.0;3.02122e-05;4.99193e-07;3.02159e-05;0.948;12.0
30;6.0;5.0;3.02122e-05;4.99193e-07;3.02159e-05;0.948;12.0
31;6.0;5.0;3.02122e-05;4.99193e-07;3.02159e-05;0.948;12.0
32;6.0;5.0;3.02122e-05;4.99193e-07;3.02159e-05;0.948;12.0
33;6.0;5.0;3.02122e-05;4.99193e-07;3.02159e-05;0.948;12.0
34;6.0;5.0;3.02122e-05;4.99193e-07;3.02159e-05;0.948;12.0
35;6.0;5.0;3.02122e-05;4.99193e-07;3.02159e-05;0.948;12.0
36;6.0;5.0;3.02122e-05;4.99193e-07;3.02159e-05;0.948;12.0
