;I_mag;V_gen;X;Y;R;theta;Points
0;11.0;5.0;2.83533e-05;4.73114e-07;2.8357e-05;0.966;12.0
1;11.0;5.0;2.83533e-05;4.73114e-07;2.8357e-05;0.966;12.0
2;11.0;5.0;2.83533e-05;4.73114e-07;2.8357e-05;0.966;12.0
3;11.0;5.0;2.83533e-05;4.73114e-07;2.8357e-05;0.954;12.0
4;11.0;5.0;2.83533e-05;4.73114e-07;2.8357e-05;0.954;12.0
5;11.0;5.0;2.83533e-05;4.73114e-07;2.8357e-05;0.954;12.0
6;11.0;5.0;2.83533e-05;4.73114e-07;2.8357e-05;0.954;12.0
7;11.0;5.0;2.83533e-05;4.69388e-07;2.8357e-05;0.948;12.0
8;11.0;5.0;2.83533e-05;4.69388e-07;2.8357e-05;0.948;12.0
9;11.0;5.0;2.83533e-05;4.69388e-07;2.8357e-05;0.948;12.0
10;11.0;5.0;2.83533e-05;4.69388e-07;2.8357e-05;0.942;12.0
11;11.0;5.0;2.83533e-05;4.65663e-07;2.8357e-05;0.942;12.0
12;11.0;5.0;2.83533e-05;4.65663e-07;2.8357e-05;0.942;12.0
13;11.0;5.0;2.83533e-05;4.65663e-07;2.83533e-05;0.942;12.0
14;11.0;5.0;2.83496e-05;4.61938e-07;2.83533e-05;0.936;12.0
15;11.0;5.0;2.83496e-05;4.61938e-07;2.83533e-05;0.936;12.0
16;11.0;5.0;2.83496e-05;4.61938e-07;2.83533e-05;0.93;12.0
17;11.0;5.0;2.83496e-05;4.58213e-07;2.83533e-05;0.93;12.0
18;11.0;5.0;2.83496e-05;4.58213e-07;2.83533e-05;0.93;12.0
19;11.0;5.0;2.83496e-05;4.58213e-07;2.83533e-05;0.93;12.0
20;11.0;5.0;2.83496e-05;4.54487e-07;2.83533e-05;0.924;12.0
21;11.0;5.0;2.83496e-05;4.54487e-07;2.83533e-05;0.924;12.0
22;11.0;5.0;2.83496e-05;4.54487e-07;2.83533e-05;0.924;12.0
23;11.0;5.0;2.83459e-05;4.50762e-07;2.83496e-05;0.918;12.0
24;11.0;5.0;2.83459e-05;4.50762e-07;2.83496e-05;0.918;12.0
25;11.0;5.0;2.83459e-05;4.50762e-07;2.83496e-05;0.918;12.0
26;11.0;5.0;2.83459e-05;4.47037e-07;2.83496e-05;0.912;12.0
27;11.0;5.0;2.83459e-05;4.47037e-07;2.83496e-05;0.912;12.0
28;11.0;5.0;2.83459e-05;4.47037e-07;2.83496e-05;0.912;12.0
29;11.0;5.0;2.83459e-05;4.43311e-07;2.83496e-05;0.906;12.0
30;11.0;5.0;2.83421e-05;4.43311e-07;2.83459e-05;0.906;12.0
31;11.0;5.0;2.83421e-05;4.43311e-07;2.83459e-05;0.906;12.0
32;11.0;5.0;2.83421e-05;4.43311e-07;2.83459e-05;0.894;12.0
33;11.0;5.0;2.83421e-05;4.43311e-07;2.83459e-05;0.894;12.0
34;11.0;5.0;2.83421e-05;4.43311e-07;2.83421e-05;0.894;12.0
35;11.0;5.0;2.83421e-05;4.43311e-07;2.83421e-05;0.888;12.0
36;11.0;5.0;2.83421e-05;4.39586e-07;2.83421e-05;0.888;12.0
37;11.0;5.0;2.83421e-05;4.39586e-07;2.83421e-05;0.888;12.0
38;11.0;5.0;2.83421e-05;4.39586e-07;2.83421e-05;0.888;12.0
39;11.0;5.0;2.83384e-05;4.39586e-07;2.83421e-05;0.888;12.0
40;11.0;5.0;2.83384e-05;4.39586e-07;2.83421e-05;0.888;12.0
41;11.0;5.0;2.83384e-05;4.35861e-07;2.83421e-05;0.882;12.0
42;11.0;5.0;2.83384e-05;4.35861e-07;2.83384e-05;0.882;12.0
43;11.0;5.0;2.83347e-05;4.35861e-07;2.83384e-05;0.882;12.0
44;11.0;5.0;2.83347e-05;4.35861e-07;2.83384e-05;0.882;12.0
45;11.0;5.0;2.83347e-05;4.35861e-07;2.83384e-05;0.882;12.0
46;11.0;5.0;2.83347e-05;4.35861e-07;2.83384e-05;0.882;12.0
47;11.0;5.0;2.83347e-05;4.35861e-07;2.83347e-05;0.882;12.0
48;11.0;5.0;2.83309e-05;4.35861e-07;2.83347e-05;0.882;12.0
49;11.0;5.0;2.83309e-05;4.35861e-07;2.83347e-05;0.882;12.0
50;11.0;5.0;2.83309e-05;4.35861e-07;2.83347e-05;0.876;12.0
51;11.0;5.0;2.83272e-05;4.32135e-07;2.83309e-05;0.876;12.0
52;11.0;5.0;2.83272e-05;4.32135e-07;2.83309e-05;0.876;12.0
53;11.0;5.0;2.83272e-05;4.32135e-07;2.83309e-05;0.876;12.0
54;11.0;5.0;2.83272e-05;4.32135e-07;2.83309e-05;0.876;12.0
55;11.0;5.0;2.83235e-05;4.32135e-07;2.83272e-05;0.876;12.0
56;11.0;5.0;2.83235e-05;4.32135e-07;2.83272e-05;0.876;12.0
57;11.0;5.0;2.83235e-05;4.32135e-07;2.83272e-05;0.876;12.0
58;11.0;5.0;2.83198e-05;4.32135e-07;2.83235e-05;0.876;12.0
59;11.0;5.0;2.83198e-05;4.32135e-07;2.83235e-05;0.87;12.0
60;11.0;5.0;2.83198e-05;4.2841e-07;2.83235e-05;0.87;12.0
61;11.0;5.0;2.83198e-05;4.2841e-07;2.83235e-05;0.87;12.0
62;11.0;5.0;2.8316e-05;4.2841e-07;2.83198e-05;0.87;12.0
63;11.0;5.0;2.8316e-05;4.2841e-07;2.83198e-05;0.87;12.0
64;11.0;5.0;2.8316e-05;4.2841e-07;2.83198e-05;0.87;12.0
65;11.0;5.0;2.83123e-05;4.2841e-07;2.8316e-05;0.87;12.0
