;Time;V_sa;V_sh;I;R_sa;T
0;0.000172000000000061;4.15566362;0.000331456311;0.0441941748;94.0319315567354;303.443385
1;0.058398000000000394;4.15394763;0.000329995884;0.043999451200000005;94.40907822050289;303.0969525
2;0.10172899999999974;4.15117292;0.000330716042;0.044095472266666665;94.14057059862853;302.742855
3;0.14946099999999962;4.15251557;0.000329024879;0.04386998386666666;94.6550512218257;302.4187025
4;0.1976230000000001;4.15041483;0.000329119012;0.043882534933333335;94.58010655732036;302.06847
5;0.25207400000000035;4.15151092;0.000328395041;0.043786005466666666;94.81364823654569;301.75319
6;0.30395600000000034;4.15107573;0.000329294922;0.0439059896;94.54463429290294;301.438885
7;0.355734;4.14763129;0.000327255101;0.04363401346666667;95.0550032068102;301.1564825
8;0.41020199999999996;4.14680293;0.000329038558;0.04387180773333334;94.52090406681151;300.8653
9;0.4698190000000002;4.14750575;0.000329128546;0.043883806133333335;94.51107630451476;300.5893825
10;0.5168900000000001;4.14768113;0.00032839068;0.043785424;94.72744011797167;300.33917
11;0.57186;4.14565644;0.000328117307;0.04374897426666667;94.76008316745083;300.087485
12;0.6345090000000004;4.14452595;0.000327626367;0.04368351560000001;94.87619970769934;299.8357025
13;0.6882260000000002;4.1441696;0.000325983994;0.043464532533333336;95.34600646680829;299.60551
14;0.7477920000000005;4.14487694;0.000327009606;0.043601280799999996;95.06319227209491;299.370435
15;0.8080400000000001;4.14287646;0.000328457127;0.043794283600000004;94.59856674079718;299.1413
16;0.8631130000000002;4.14139906;0.000326716791;0.0435622388;95.06855419010283;298.9211875
17;0.922504;4.14370885;0.000325612928;0.04341505706666667;95.44404936833466;298.6978
18;0.9849999999999994;4.14061106;0.00032546242;0.043394989333333335;95.41680096276554;298.4803375
19;1.0406809999999993;4.1420567;0.000325661717;0.043421562266666665;95.39170135248044;298.2719425
20;1.1003019999999992;4.14108748;0.000325453661;0.04339382146666666;95.43034791671926;298.059875
21;1.1656870000000001;4.14167976;0.000325053967;0.04334052893333333;95.56135704690539;297.8488675
22;1.2159220000000008;4.14325992;0.000324495576;0.0432660768;95.7623206548739;297.6517175
23;1.2701740000000008;4.14373273;0.000325559385;0.043407918;95.46029666753425;297.4471425
24;1.3224529999999994;4.14377007;0.000324224618;0.04322994906666667;95.85415110273952;297.248265
25;1.3789429999999996;4.14318333;0.000325723843;0.04342984573333333;95.39944846776231;297.0529075
26;1.4391510000000007;4.14353033;0.000329938554;0.043991807200000003;94.1886817961868;296.8558675
