;I_mag;V_gen;X;Y;R;theta;Points
0;-10.0;5.0;8.45088e-06;6.16539e-07;8.47509e-06;4.182;12.0
1;-10.0;5.0;8.45274e-06;6.16539e-07;8.47509e-06;4.182;12.0
2;-10.0;5.0;8.45274e-06;6.16539e-07;8.47509e-06;4.182;12.0
3;-10.0;5.0;8.4546e-06;6.16539e-07;8.47696e-06;4.182;12.0
4;-10.0;5.0;8.4546e-06;6.16539e-07;8.47696e-06;4.182;12.0
5;-10.0;5.0;8.4546e-06;6.16539e-07;8.47882e-06;4.182;12.0
6;-10.0;5.0;8.4546e-06;6.16539e-07;8.47882e-06;4.182;12.0
7;-10.0;5.0;8.4546e-06;6.16539e-07;8.47882e-06;4.182;12.0
8;-10.0;5.0;8.45647e-06;6.16539e-07;8.48068e-06;4.182;12.0
9;-10.0;5.0;8.45647e-06;6.16539e-07;8.48068e-06;4.182;12.0
10;-10.0;5.0;8.45647e-06;6.16539e-07;8.48254e-06;4.182;12.0
11;-10.0;5.0;8.45833e-06;6.16539e-07;8.48254e-06;4.182;12.0
12;-10.0;5.0;8.45833e-06;6.16539e-07;8.48068e-06;4.17;12.0
13;-10.0;5.0;8.45833e-06;6.16539e-07;8.48068e-06;4.17;12.0
14;-10.0;5.0;8.45833e-06;6.16539e-07;8.48254e-06;4.17;12.0
15;-10.0;5.0;8.46019e-06;6.16539e-07;8.48254e-06;4.17;12.0
16;-10.0;5.0;8.46019e-06;6.16539e-07;8.48254e-06;4.17;12.0
17;-10.0;5.0;8.46019e-06;6.16539e-07;8.48254e-06;4.17;12.0
18;-10.0;5.0;8.46019e-06;6.16539e-07;8.48441e-06;4.17;12.0
19;-10.0;5.0;8.46206e-06;6.16539e-07;8.48441e-06;4.158;12.0
20;-10.0;5.0;8.46206e-06;6.14677e-07;8.48441e-06;4.158;12.0
21;-10.0;5.0;8.46206e-06;6.14677e-07;8.48441e-06;4.158;12.0
22;-10.0;5.0;8.46392e-06;6.14677e-07;8.48627e-06;4.158;12.0
23;-10.0;5.0;8.46392e-06;6.14677e-07;8.48627e-06;4.158;12.0
24;-10.0;5.0;8.46392e-06;6.14677e-07;8.48627e-06;4.158;12.0
25;-10.0;5.0;8.46392e-06;6.14677e-07;8.48627e-06;4.158;12.0
26;-10.0;5.0;8.46392e-06;6.14677e-07;8.48627e-06;4.158;12.0
27;-10.0;5.0;8.46392e-06;6.12814e-07;8.48627e-06;4.146;12.0
28;-10.0;5.0;8.46392e-06;6.12814e-07;8.48627e-06;4.146;12.0
29;-10.0;5.0;8.46392e-06;6.12814e-07;8.48627e-06;4.146;12.0
30;-10.0;5.0;8.46578e-06;6.12814e-07;8.48627e-06;4.146;12.0
31;-10.0;5.0;8.46578e-06;6.12814e-07;8.48627e-06;4.146;12.0
32;-10.0;5.0;8.46578e-06;6.12814e-07;8.48627e-06;4.146;12.0
33;-10.0;5.0;8.46578e-06;6.12814e-07;8.48627e-06;4.146;12.0
34;-10.0;5.0;8.46578e-06;6.12814e-07;8.48627e-06;4.146;12.0
35;-10.0;5.0;8.46578e-06;6.12814e-07;8.48627e-06;4.146;12.0
