;I_mag;V_gen;X;Y;R;theta;Points
0;-15.0;5.0;8.80478e-06;6.51929e-07;8.83086e-06;4.242;12.0
1;-15.0;5.0;8.80478e-06;6.51929e-07;8.83086e-06;4.242;12.0
2;-15.0;5.0;8.80478e-06;6.51929e-07;8.83086e-06;4.242;12.0
3;-15.0;5.0;8.80478e-06;6.53792e-07;8.83086e-06;4.254;12.0
4;-15.0;5.0;8.80478e-06;6.53792e-07;8.83086e-06;4.254;12.0
5;-15.0;5.0;8.80478e-06;6.53792e-07;8.83086e-06;4.254;12.0
6;-15.0;5.0;8.80478e-06;6.53792e-07;8.83086e-06;4.254;12.0
7;-15.0;5.0;8.80478e-06;6.53792e-07;8.83086e-06;4.254;12.0
8;-15.0;5.0;8.80478e-06;6.53792e-07;8.83086e-06;4.266;12.0
9;-15.0;5.0;8.80478e-06;6.55655e-07;8.83086e-06;4.266;12.0
10;-15.0;5.0;8.80478e-06;6.55655e-07;8.83086e-06;4.266;12.0
11;-15.0;5.0;8.80478e-06;6.55655e-07;8.83086e-06;4.266;12.0
12;-15.0;5.0;8.80478e-06;6.55655e-07;8.83086e-06;4.266;12.0
13;-15.0;5.0;8.80478e-06;6.55655e-07;8.83086e-06;4.266;12.0
14;-15.0;5.0;8.80478e-06;6.55655e-07;8.829e-06;4.266;12.0
15;-15.0;5.0;8.80292e-06;6.55655e-07;8.829e-06;4.266;12.0
16;-15.0;5.0;8.80292e-06;6.57517e-07;8.829e-06;4.278;12.0
17;-15.0;5.0;8.80292e-06;6.57517e-07;8.829e-06;4.278;12.0
18;-15.0;5.0;8.80292e-06;6.57517e-07;8.82713e-06;4.278;12.0
19;-15.0;5.0;8.80292e-06;6.57517e-07;8.82713e-06;4.278;12.0
20;-15.0;5.0;8.80292e-06;6.57517e-07;8.82713e-06;4.278;12.0
21;-15.0;5.0;8.80292e-06;6.57517e-07;8.82713e-06;4.266;12.0
22;-15.0;5.0;8.80292e-06;6.55655e-07;8.82713e-06;4.266;12.0
23;-15.0;5.0;8.80292e-06;6.55655e-07;8.82713e-06;4.266;12.0
24;-15.0;5.0;8.80292e-06;6.55655e-07;8.82713e-06;4.266;12.0
25;-15.0;5.0;8.80292e-06;6.55655e-07;8.82713e-06;4.266;12.0
26;-15.0;5.0;8.80292e-06;6.55655e-07;8.82713e-06;4.266;12.0
27;-15.0;5.0;8.80106e-06;6.55655e-07;8.82527e-06;4.266;12.0
28;-15.0;5.0;8.80106e-06;6.55655e-07;8.82527e-06;4.266;12.0
29;-15.0;5.0;8.80106e-06;6.55655e-07;8.82527e-06;4.266;12.0
30;-15.0;5.0;8.80106e-06;6.55655e-07;8.82527e-06;4.266;12.0
31;-15.0;5.0;8.80106e-06;6.55655e-07;8.82527e-06;4.266;12.0
32;-15.0;5.0;8.80106e-06;6.55655e-07;8.82527e-06;4.254;12.0
33;-15.0;5.0;8.80106e-06;6.53792e-07;8.82527e-06;4.254;12.0
34;-15.0;5.0;8.80106e-06;6.53792e-07;8.82527e-06;4.26;12.0
