;I_mag;V_gen;X;Y;R;theta;Points
0;-7.0;5.0;8.12678e-06;6.37028e-07;8.15286e-06;4.488;12.0
1;-7.0;5.0;8.12678e-06;6.37028e-07;8.15286e-06;4.488;12.0
2;-7.0;5.0;8.12678e-06;6.37028e-07;8.15286e-06;4.5;12.0
3;-7.0;5.0;8.12678e-06;6.38891e-07;8.15286e-06;4.5;12.0
4;-7.0;5.0;8.12678e-06;6.38891e-07;8.15286e-06;4.5;12.0
5;-7.0;5.0;8.12678e-06;6.38891e-07;8.15286e-06;4.5;12.0
6;-7.0;5.0;8.12864e-06;6.38891e-07;8.15286e-06;4.5;12.0
7;-7.0;5.0;8.12864e-06;6.38891e-07;8.15286e-06;4.5;12.0
8;-7.0;5.0;8.12864e-06;6.38891e-07;8.15286e-06;4.5;12.0
9;-7.0;5.0;8.12864e-06;6.38891e-07;8.15286e-06;4.5;12.0
10;-7.0;5.0;8.12864e-06;6.38891e-07;8.15286e-06;4.5;12.0
11;-7.0;5.0;8.1305e-06;6.38891e-07;8.15472e-06;4.5;12.0
12;-7.0;5.0;8.1305e-06;6.38891e-07;8.15472e-06;4.5;12.0
13;-7.0;5.0;8.1305e-06;6.38891e-07;8.15472e-06;4.5;12.0
14;-7.0;5.0;8.1305e-06;6.38891e-07;8.15472e-06;4.5;12.0
15;-7.0;5.0;8.13237e-06;6.38891e-07;8.15658e-06;4.5;12.0
16;-7.0;5.0;8.13237e-06;6.38891e-07;8.15658e-06;4.5;12.0
17;-7.0;5.0;8.13237e-06;6.38891e-07;8.15658e-06;4.5;12.0
18;-7.0;5.0;8.13237e-06;6.38891e-07;8.15658e-06;4.5;12.0
19;-7.0;5.0;8.13423e-06;6.38891e-07;8.15844e-06;4.5;12.0
20;-7.0;5.0;8.13423e-06;6.40754e-07;8.15844e-06;4.512;12.0
21;-7.0;5.0;8.13423e-06;6.40754e-07;8.15844e-06;4.512;12.0
22;-7.0;5.0;8.13423e-06;6.40754e-07;8.16031e-06;4.506;12.0
23;-7.0;5.0;8.13609e-06;6.40754e-07;8.16031e-06;4.506;12.0
24;-7.0;5.0;8.13609e-06;6.40754e-07;8.16031e-06;4.506;12.0
25;-7.0;5.0;8.13609e-06;6.40754e-07;8.16031e-06;4.506;12.0
26;-7.0;5.0;8.13609e-06;6.40754e-07;8.16217e-06;4.506;12.0
27;-7.0;5.0;8.13795e-06;6.40754e-07;8.16217e-06;4.518;12.0
28;-7.0;5.0;8.13795e-06;6.42616e-07;8.16217e-06;4.518;12.0
29;-7.0;5.0;8.13795e-06;6.42616e-07;8.16217e-06;4.518;12.0
30;-7.0;5.0;8.13795e-06;6.42616e-07;8.16217e-06;4.518;12.0
31;-7.0;5.0;8.13795e-06;6.42616e-07;8.16217e-06;4.518;12.0
32;-7.0;5.0;8.13795e-06;6.42616e-07;8.16217e-06;4.518;12.0
33;-7.0;5.0;8.13795e-06;6.42616e-07;8.16217e-06;4.518;12.0
34;-7.0;5.0;8.13795e-06;6.42616e-07;8.16403e-06;4.518;12.0
35;-7.0;5.0;8.13795e-06;6.42616e-07;8.16403e-06;4.518;12.0
