1	0	12	1
1	0	10	1
0	0	12	1
0	0	12	1
1	0	20	2
0	0	16	1
1	0	16	2
1	0	16	2
0	0	16	1
1	0	20	2
0	0	10	1
0	0	10	1
1	0	10	1
1	0	12	1
1	0	16	2
1	0	16	2
0	0	16	1
0	0	16	1
1	0	16	2
1	0	16	2
1	0	12	1
0	0	10	1
1	0	12	1
1	0	12	1
1	0	12	1
0	0	16	1
1	0	16	2
1	0	16	2
1	0	12	1
1	0	12	1
1	0	16	2
1	0	16	2
0	0	16	1
0	0	16	1
1	0	16	2
1	0	16	2
1	0	16	2
1	0	16	2
1	0	16	2
1	0	16	2
0	0	16	1
0	0	16	1
0	0	16	1
0	0	16	1
1	0	16	2
1	0	16	2
0	0	16	1
0	0	16	1
4	0	12	2
4	0	12	2
1	0	16	2
1	0	16	2
1	0	16	2
1	0	16	2
1	0	16	2
1	0	16	2
1	0	16	2
1	0	16	2
1	0	16	2
1	0	16	2
1	0	16	2
7	0	16	3
4	0	16	3
4	0	16	3
4	0	16	3
4	0	16	3
4	0	16	3
4	0	16	3
4	0	16	3
4	0	16	3
4	0	16	3
4	0	16	3
4	0	16	3
7	0	12	3
7	0	12	3
7	0	12	3
7	0	12	3
7	0	12	3
7	0	12	3
7	0	12	3
9	0	10	3
9	0	10	3
9	0	12	4
9	0	12	4
9	0	10	3
9	0	10	3
9	0	10	3
9	0	10	3
12	0	12	4
12	0	12	4
12	0	10	4
12	0	10	4
12	0	10	4
7	0	12	3
12	0	12	4
12	0	12	4
12	0	12	4
12	0	10	4
12	0	10	4
12	0	10	4
9	0	6	3
12	0	10	4
15	0	6	5
15	0	6	5
12	0	12	4
12	0	12	4
15	0	10	5
15	0	10	5
12	0	12	4
12	0	10	4
19	0	10	6
19	0	10	6
15	0	10	5
15	0	10	5
15	0	6	5
15	0	6	5
15	0	6	5
15	0	6	5
19	0	6	6
19	0	6	6
15	0	10	5
19	0	10	6
15	0	6	5
15	0	6	5
20	0	2	6
23	0	2	7
23	0	6	7
