Wed Jun 09 19:00:57 2021

21.06.02-03_007.top image. S05

Comment: Graphite ni

Us modulation: OFF; Frq(Hz): 1333; Amp(mV): 2.00;
Us base(mV): 50; It setpoint(nA): 0.5;
Us Start(mV): -500; End(mV): 498; Step(mV): 5.98;
Us sweep rate(mV/s): 50.0; sweep delay(ms): 10;
Ccomp modulation: OFF; Amp(mV): 0.0; Phase(deg): 0.0
Lock-in input params
      Sensitivity(mV): ; Phase(deg): ;
      LPF - freq(Hz):      0; slope(dB/oct): 0;
      HPF - freq(Hz):      0; slope(dB/oct): 0;
Lock-in output params
      Time constant(ms): 0; Gain: ;
      LPF - freq(Hz):      0; slope(dB/oct): 0;
dIt scale coeff(nA/V): 

Number of STS scans: 5
Position(A) relatively to left-bottom corner: (8.3,9.9)

   Usamp    It01F    It02F    It03F    It04F    It05F    It01B    It02B    It03B    It04B    It05B    dI01F    dI02F    dI03F    dI04F    dI05F    dI01B    dI02B    dI03B    dI04B    dI05B   
   193.7     0.109    0.150    0.161    0.327    0.358    0.019    0.040    0.028    0.148    0.200   45.730   45.740   45.731   45.729   45.736   45.731   45.731   45.731   45.735   45.731  
   199.7     0.111    0.147    0.168    0.335    0.383    0.025    0.044    0.029    0.151    0.204   45.730   45.740   45.730   45.732   45.737   45.729   45.733   45.731   45.734   45.733  
   205.6     0.109    0.166    0.177    0.376    0.423    0.022    0.050    0.030    0.171    0.226   45.731   45.740   45.732   45.733   45.739   45.732   45.732   45.732   45.737   45.734  
   211.6     0.105    0.185    0.188    0.408    0.429    0.019    0.052    0.039    0.199    0.226   45.728   45.741   45.730   45.729   45.737   45.730   45.731   45.732   45.735   45.734  
   217.6     0.091    0.211    0.177    0.402    0.425    0.018    0.051    0.040    0.223    0.225   45.731   45.740   45.733   45.729   45.737   45.731   45.731   45.731   45.735   45.735  
   223.6     0.093    0.207    0.192    0.373    0.447    0.024    0.055    0.045    0.240    0.255   45.731   45.742   45.732   45.729   45.738   45.732   45.734   45.731   45.735   45.736  
   229.6     0.099    0.214    0.227    0.398    0.478    0.027    0.064    0.046    0.253    0.283   45.731   45.743   45.734   45.730   45.740   45.732   45.736   45.733   45.735   45.734  
   235.5     0.117    0.244    0.241    0.406    0.485    0.028    0.064    0.050    0.263    0.307   45.730   45.743   45.733   45.729   45.734   45.732   45.733   45.732   45.735   45.735  
   241.5     0.124    0.262    0.235    0.444    0.494    0.032    0.070    0.057    0.271    0.306   45.734   45.743   45.734   45.731   45.738   45.732   45.733   45.732   45.736   45.734  
   247.5     0.139    0.276    0.208    0.424    0.514    0.036    0.070    0.063    0.289    0.312   45.734   45.747   45.733   45.732   45.738   45.734   45.734   45.733   45.734   45.734  
   253.5     0.143    0.289    0.200    0.451    0.564    0.037    0.081    0.065    0.303    0.357   45.730   45.744   45.730   45.731   45.736   45.730   45.732   45.730   45.733   45.730  
   259.5     0.117    0.279    0.241    0.485    0.571    0.037    0.090    0.068    0.324    0.386   45.732   45.744   45.733   45.735   45.737   45.731   45.732   45.730   45.734   45.735  
   265.4     0.110    0.337    0.267    0.500    0.577    0.040    0.096    0.076    0.374    0.392   45.732   45.741   45.735   45.734   45.737   45.732   45.734   45.728   45.733   45.736  
   271.4     0.116    0.384    0.305    0.527    0.603    0.044    0.094    0.082    0.394    0.388   45.734   45.742   45.734   45.734   45.738   45.733   45.735   45.732   45.732   45.735  
   277.4     0.125    0.348    0.318    0.554    0.643    0.047    0.094    0.084    0.405    0.419   45.733   45.746   45.734   45.733   45.740   45.731   45.735   45.731   45.731   45.734  
   283.4     0.124    0.368    0.313    0.533    0.648    0.054    0.102    0.089    0.403    0.435   45.733   45.742   45.736   45.734   45.741   45.734   45.732   45.731   45.732   45.735  
   289.4     0.130    0.383    0.374    0.561    0.639    0.057    0.116    0.107    0.374    0.460   45.734   45.745   45.735   45.735   45.742   45.732   45.733   45.732   45.737   45.735  
   295.3     0.127    0.401    0.375    0.557    0.641    0.061    0.121    0.120    0.392    0.471   45.731   45.741   45.737   45.735   45.740   45.730   45.735   45.732   45.733   45.733  
   301.3     0.118    0.414    0.329    0.621    0.657    0.067    0.134    0.140    0.413    0.496   45.731   45.738   45.736   45.736   45.740   45.730   45.735   45.730   45.731   45.733  
   307.3     0.115    0.428    0.330    0.635    0.692    0.069    0.143    0.150    0.414    0.495   45.736   45.737   45.734   45.736   45.738   45.732   45.733   45.732   45.734   45.734  
   313.3     0.113    0.440    0.330    0.664    0.740    0.071    0.152    0.150    0.415    0.533   45.735   45.742   45.734   45.736   45.740   45.734   45.735   45.732   45.736   45.735  
   319.3     0.109    0.467    0.347    0.661    0.724    0.075    0.141    0.155    0.472    0.574   45.732   45.739   45.734   45.736   45.738   45.734   45.736   45.730   45.734   45.735  
   325.2     0.112    0.471    0.333    0.656    0.671    0.084    0.156    0.181    0.498    0.608   45.735   45.741   45.736   45.736   45.741   45.736   45.735   45.734   45.737   45.737  
   331.2     0.122    0.501    0.368    0.679    0.691    0.085    0.155    0.208    0.510    0.596   45.734   45.744   45.736   45.735   45.738   45.730   45.737   45.733   45.737   45.737  
   337.2     0.120    0.515    0.362    0.714    0.730    0.081    0.198    0.215    0.533    0.626   45.733   45.736   45.732   45.733   45.734   45.729   45.734   45.730   45.732   45.733  
   343.2     0.126    0.522    0.355    0.807    0.760    0.098    0.174    0.212    0.589    0.626   45.730   45.733   45.730   45.729   45.731   45.727   45.731   45.729   45.730   45.731  
   349.2     0.127    0.569    0.346    0.848    0.812    0.095    0.178    0.212    0.602    0.674   45.731   45.733   45.731   45.731   45.733   45.726   45.732   45.728   45.731   45.733  
   355.1     0.133    0.573    0.345    0.883    0.829    0.085    0.182    0.229    0.630    0.691   45.731   45.733   45.733   45.735   45.733   45.729   45.733   45.729   45.734   45.737  
   361.1     0.135    0.580    0.325    0.882    0.836    0.085    0.197    0.275    0.650    0.742   45.729   45.733   45.733   45.733   45.735   45.726   45.731   45.727   45.730   45.734  
   367.1     0.141    0.590    0.330    0.894    0.879    0.087    0.218    0.224    0.641    0.784   45.731   45.737   45.733   45.734   45.737   45.728   45.733   45.728   45.733   45.733  
   373.1     0.144    0.673    0.328    0.956    0.876    0.090    0.237    0.245    0.667    0.773   45.730   45.735   45.732   45.734   45.736   45.731   45.735   45.730   45.731   45.734  
   379.1     0.149    0.663    0.339    0.974    0.933    0.098    0.254    0.257    0.663    0.777   45.732   45.735   45.731   45.734   45.736   45.730   45.734   45.730   45.733   45.734  
   385.0     0.155    0.621    0.358    0.952    0.962    0.097    0.277    0.278    0.704    0.786   45.733   45.735   45.731   45.733   45.735   45.730   45.734   45.728   45.732   45.732  
   391.0     0.165    0.627    0.394    0.988    0.937    0.098    0.288    0.319    0.691    0.816   45.733   45.736   45.731   45.734   45.736   45.731   45.735   45.732   45.733   45.735  
   397.0     0.175    0.620    0.467    1.015    0.964    0.110    0.275    0.282    0.813    0.823   45.732   45.734   45.736   45.737   45.735   45.732   45.735   45.732   45.733   45.738  
   403.0     0.176    0.590    0.410    0.980    1.001    0.110    0.295    0.281    0.818    0.884   45.735   45.734   45.732   45.737   45.737   45.732   45.735   45.733   45.733   45.736  
   409.0     0.172    0.673    0.398    1.013    1.016    0.109    0.344    0.317    0.822    0.936   45.734   45.738   45.733   45.737   45.739   45.734   45.738   45.732   45.733   45.735  
   414.9     0.174    0.657    0.420    0.988    0.995    0.112    0.381    0.348    0.892    0.942   45.733   45.738   45.733   45.736   45.739   45.734   45.738   45.729   45.734   45.734  
   420.9     0.177    0.675    0.431    0.953    1.059    0.117    0.404    0.389    0.881    0.926   45.735   45.736   45.734   45.736   45.736   45.733   45.740   45.731   45.732   45.735  
   426.9     0.185    0.657    0.471    0.962    1.112    0.131    0.375    0.406    0.961    0.922   45.733   45.734   45.729   45.734   45.732   45.733   45.735   45.729   45.732   45.734  
   432.9     0.184    0.647    0.515    1.025    1.214    0.143    0.399    0.386    0.999    0.968   45.734   45.739   45.733   45.734   45.736   45.732   45.736   45.731   45.732   45.736  
   438.9     0.180    0.642    0.550    1.159    1.252    0.149    0.410    0.461    1.118    1.023   45.733   45.734   45.734   45.736   45.737   45.736   45.739   45.731   45.735   45.736  
   444.8     0.190    0.666    0.546    1.155    1.251    0.155    0.428    0.462    1.143    1.138   45.733   45.734   45.734   45.735   45.735   45.744   45.737   45.731   45.735   45.734  
   450.8     0.191    0.654    0.518    1.102    1.263    0.168    0.417    0.505    1.156    1.132   45.737   45.735   45.731   45.734   45.736   45.747   45.741   45.731   45.736   45.737  
   456.8     0.205    0.655    0.535    1.141    1.258    0.180    0.487    0.558    1.147    1.200   45.741   45.738   45.734   45.737   45.737   45.745   45.742   45.731   45.737   45.737  
   462.8     0.211    0.698    0.546    1.129    1.267    0.185    0.504    0.530    1.146    1.301   45.741   45.740   45.733   45.739   45.740   45.746   45.742   45.732   45.738   45.738  
   468.8     0.210    0.696    0.569    1.146    1.283    0.194    0.553    0.485    1.157    1.334   45.742   45.738   45.731   45.740   45.737   45.744   45.740   45.732   45.736   45.736  
   474.7     0.210    0.668    0.569    1.141    1.393    0.204    0.574    0.568    1.167    1.367   45.743   45.741   45.732   45.738   45.736   45.747   45.738   45.733   45.738   45.736  
   480.7     0.214    0.677    0.584    1.198    1.592    0.207    0.590    0.621    1.290    1.449   45.744   45.741   45.732   45.739   45.736   45.746   45.741   45.734   45.738   45.734  
   486.7     0.227    0.707    0.598    1.367    1.698    0.217    0.683    0.614    1.431    1.468   45.743   45.738   45.734   45.735   45.735   45.745   45.738   45.735   45.735   45.735  
   492.7     0.227    0.665    0.630    1.434    1.686    0.232    0.676    0.687    1.416    1.601   45.744   45.741   45.734   45.734   45.737   45.744   45.740   45.734   45.736   45.738  
