x-axis,1,2
second,Volt,Volt
-49.60000E-03,,
-49.55000E-03,,
-49.50000E-03,-4.58578826E+00,-426.42902E-03
-49.45000E-03,-4.64186867E+00,-449.44409E-03
-49.40000E-03,-4.68910485E+00,-470.44912E-03
-49.35000E-03,-4.74005962E+00,-494.77072E-03
-49.30000E-03,-4.79603952E+00,-521.20289E-03
-49.25000E-03,-4.83654203E+00,-540.49937E-03
-49.20000E-03,-4.88438122E+00,-563.71545E-03
-49.15000E-03,-4.93674303E+00,-588.43907E-03
-49.10000E-03,-4.98438123E+00,-613.16268E-03
-49.05000E-03,-5.02598927E+00,-632.76068E-03
-49.00000E-03,-5.06166765E+00,-653.06218E-03
-48.95000E-03,-5.11423047E+00,-678.89133E-03
-48.90000E-03,-5.15161742E+00,-699.29334E-03
-48.85000E-03,-5.18980836E+00,-719.19283E-03
-48.80000E-03,-5.22659228E+00,-739.29334E-03
-48.75000E-03,-5.26267268E+00,-758.58982E-03
-48.70000E-03,-5.30046164E+00,-779.99686E-03
-48.65000E-03,-5.33804956E+00,-801.30338E-03
-48.60000E-03,-5.36840133E+00,-817.78580E-03
-48.55000E-03,-5.40448173E+00,-839.19284E-03
-48.50000E-03,-5.43201942E+00,-857.08228E-03
-48.45000E-03,-5.46116514E+00,-871.65514E-03
-48.40000E-03,-5.48598926E+00,-886.42901E-03
-48.35000E-03,-5.50890383E+00,-901.80590E-03
-48.30000E-03,-5.53684354E+00,-918.28831E-03
-48.25000E-03,-5.56016011E+00,-931.95665E-03
-48.20000E-03,-5.58176815E+00,-947.63504E-03
-48.15000E-03,-5.60669277E+00,-964.61997E-03
-48.10000E-03,-5.61945659E+00,-974.46922E-03
-48.05000E-03,-5.62649179E+00,-978.48932E-03
-48.00000E-03,-5.64307468E+00,-989.74559E-03
-47.95000E-03,-5.66719529E+00,-1.00482097E+00
-47.90000E-03,-5.67965763E+00,-1.01517275E+00
-47.85000E-03,-5.69010986E+00,-1.02240891E+00
-47.80000E-03,-5.68980835E+00,-1.02240891E+00
-47.75000E-03,-5.71493398E+00,-1.03748429E+00
-47.70000E-03,-5.71242142E+00,-1.03909233E+00
-47.65000E-03,-5.71965763E+00,-1.04361496E+00
-47.60000E-03,-5.73754704E+00,-1.05507223E+00
-47.55000E-03,-5.73754704E+00,-1.05758479E+00
-47.50000E-03,-5.73754704E+00,-1.06009735E+00
-47.45000E-03,-5.73965760E+00,-1.06009735E+00
-47.40000E-03,-5.73674303E+00,-1.06180590E+00
-47.35000E-03,-5.73754704E+00,-1.06260991E+00
