x-axis,1,2
second,Volt,Volt
-50.00000E-03,-4.09939549E+00,-1.27627982E+00
-49.95000E-03,-4.10170705E+00,-1.27733510E+00
-49.90000E-03,-4.12241057E+00,-1.29638033E+00
-49.85000E-03,-4.14396836E+00,-1.31391801E+00
-49.80000E-03,-4.14879248E+00,-1.31894314E+00
-49.75000E-03,-4.16597841E+00,-1.33406877E+00
-49.70000E-03,-4.18733519E+00,-1.35291299E+00
-49.65000E-03,-4.18512413E+00,-1.35180746E+00
-49.60000E-03,-4.20889298E+00,-1.37105369E+00
-49.55000E-03,-4.20924474E+00,-1.37230997E+00
-49.50000E-03,-4.23281257E+00,-1.39185771E+00
-49.45000E-03,-4.23225981E+00,-1.39185771E+00
-49.40000E-03,-4.23120454E+00,-1.39175721E+00
-49.35000E-03,-4.25688294E+00,-1.41251098E+00
-49.30000E-03,-4.25517439E+00,-1.41291299E+00
-49.25000E-03,-4.25592816E+00,-1.41195821E+00
-49.20000E-03,-4.25502363E+00,-1.41180746E+00
-49.15000E-03,-4.26296335E+00,-1.41904366E+00
-49.10000E-03,-4.27653117E+00,-1.43080243E+00
-49.05000E-03,-4.27778745E+00,-1.43200847E+00
-49.00000E-03,-4.27778745E+00,-1.43205872E+00
-48.95000E-03,-4.27698343E+00,-1.42999841E+00
-48.90000E-03,-4.27713419E+00,-1.43014917E+00
-48.85000E-03,-4.27733519E+00,-1.42994817E+00
-48.80000E-03,-4.26361658E+00,-1.41828986E+00
-48.75000E-03,-4.25266182E+00,-1.40944565E+00
-48.70000E-03,-4.25371710E+00,-1.41029993E+00
-48.65000E-03,-4.25266182E+00,-1.40818937E+00
-48.60000E-03,-4.25200855E+00,-1.40818937E+00
-48.55000E-03,-4.23050102E+00,-1.39060143E+00
-48.50000E-03,-4.23130504E+00,-1.38959641E+00
-48.45000E-03,-4.22969698E+00,-1.38904363E+00
-48.40000E-03,-4.20869197E+00,-1.37050093E+00
-48.35000E-03,-4.20959650E+00,-1.37140545E+00
-48.30000E-03,-4.18622967E+00,-1.35110395E+00
-48.25000E-03,-4.18658142E+00,-1.35040043E+00
-48.20000E-03,-4.16406886E+00,-1.33185771E+00
-48.15000E-03,-4.14220957E+00,-1.31155621E+00
-48.10000E-03,-4.14075228E+00,-1.31019942E+00
-48.05000E-03,-4.11823971E+00,-1.29230998E+00
-48.00000E-03,-4.10165678E+00,-1.27678232E+00
-47.95000E-03,-4.09743570E+00,-1.27306375E+00
-47.90000E-03,-4.07426986E+00,-1.25276224E+00
-47.85000E-03,-4.05165680E+00,-1.23246073E+00
