;I_mag;V_gen;X;Y;R;theta;Points
0;10.0;5.0;7.17401e-06;6.47273e-07;7.20288e-06;5.16;12.0
1;10.0;5.0;7.17308e-06;6.46342e-07;7.20288e-06;5.148;12.0
2;10.0;5.0;7.17214e-06;6.4541e-07;7.20102e-06;5.142;12.0
3;10.0;5.0;7.17214e-06;6.44479e-07;7.20008e-06;5.136;12.0
4;10.0;5.0;7.17121e-06;6.43548e-07;7.20008e-06;5.124;12.0
5;10.0;5.0;7.17028e-06;6.42616e-07;7.19915e-06;5.124;12.0
6;10.0;5.0;7.17028e-06;6.42616e-07;7.19822e-06;5.118;12.0
7;10.0;5.0;7.17028e-06;6.41685e-07;7.19822e-06;5.118;12.0
8;10.0;5.0;7.16935e-06;6.40754e-07;7.19822e-06;5.112;12.0
9;10.0;5.0;7.16842e-06;6.40754e-07;7.19729e-06;5.106;12.0
10;10.0;5.0;7.16842e-06;6.39822e-07;7.19636e-06;5.106;12.0
11;10.0;5.0;7.16749e-06;6.39822e-07;7.19543e-06;5.106;12.0
12;10.0;5.0;7.16749e-06;6.39822e-07;7.19543e-06;5.106;12.0
13;10.0;5.0;7.16656e-06;6.39822e-07;7.19543e-06;5.106;12.0
14;10.0;5.0;7.16656e-06;6.39822e-07;7.1945e-06;5.112;12.0
15;10.0;5.0;7.16562e-06;6.39822e-07;7.1945e-06;5.112;12.0
16;10.0;5.0;7.16562e-06;6.39822e-07;7.1945e-06;5.112;12.0
17;10.0;5.0;7.16562e-06;6.40754e-07;7.19356e-06;5.112;12.0
18;10.0;5.0;7.16562e-06;6.40754e-07;7.19356e-06;5.118;12.0
19;10.0;5.0;7.16562e-06;6.41685e-07;7.19356e-06;5.118;12.0
20;10.0;5.0;7.16562e-06;6.42616e-07;7.19356e-06;5.124;12.0
21;10.0;5.0;7.16469e-06;6.42616e-07;7.19356e-06;5.13;12.0
22;10.0;5.0;7.16469e-06;6.43548e-07;7.19356e-06;5.136;12.0
23;10.0;5.0;7.16469e-06;6.44479e-07;7.19356e-06;5.142;12.0
24;10.0;5.0;7.16469e-06;6.44479e-07;7.19356e-06;5.148;12.0
25;10.0;5.0;7.16469e-06;6.4541e-07;7.19356e-06;5.16;12.0
26;10.0;5.0;7.16469e-06;6.46342e-07;7.19356e-06;5.166;12.0
27;10.0;5.0;7.16376e-06;6.47273e-07;7.19356e-06;5.166;12.0
28;10.0;5.0;7.16376e-06;6.48204e-07;7.19356e-06;5.172;12.0
29;10.0;5.0;7.16376e-06;6.49135e-07;7.19356e-06;5.184;12.0
30;10.0;5.0;7.16376e-06;6.50067e-07;7.19356e-06;5.19;12.0
31;10.0;5.0;7.16376e-06;6.50998e-07;7.19356e-06;5.202;12.0
32;10.0;5.0;7.16469e-06;6.51929e-07;7.19356e-06;5.202;12.0
33;10.0;5.0;7.16469e-06;6.52861e-07;7.1945e-06;5.214;12.0
34;10.0;5.0;7.16469e-06;6.53792e-07;7.1945e-06;5.22;12.0
