;I_mag;V_gen;X;Y;R;theta;Points
0;17.0;5.0;6.79123e-06;6.808e-07;6.82476e-06;5.73;12.0
1;17.0;5.0;6.79123e-06;6.808e-07;6.82476e-06;5.73;12.0
2;17.0;5.0;6.79216e-06;6.81732e-07;6.82569e-06;5.736;12.0
3;17.0;5.0;6.79216e-06;6.81732e-07;6.82662e-06;5.736;12.0
4;17.0;5.0;6.79216e-06;6.81732e-07;6.82662e-06;5.742;12.0
5;17.0;5.0;6.7931e-06;6.82663e-07;6.82755e-06;5.748;12.0
6;17.0;5.0;6.79403e-06;6.83594e-07;6.82849e-06;5.748;12.0
7;17.0;5.0;6.79403e-06;6.84526e-07;6.82942e-06;5.754;12.0
8;17.0;5.0;6.79496e-06;6.84526e-07;6.82942e-06;5.76;12.0
9;17.0;5.0;6.79496e-06;6.85457e-07;6.82942e-06;5.766;12.0
10;17.0;5.0;6.79589e-06;6.86388e-07;6.83035e-06;5.772;12.0
11;17.0;5.0;6.79682e-06;6.86388e-07;6.83128e-06;5.778;12.0
12;17.0;5.0;6.79682e-06;6.88251e-07;6.83221e-06;5.784;12.0
13;17.0;5.0;6.79682e-06;6.89182e-07;6.83221e-06;5.796;12.0
14;17.0;5.0;6.79775e-06;6.90114e-07;6.83221e-06;5.802;12.0
15;17.0;5.0;6.79868e-06;6.91045e-07;6.83407e-06;5.814;12.0
16;17.0;5.0;6.79868e-06;6.91976e-07;6.83407e-06;5.814;12.0
17;17.0;5.0;6.79962e-06;6.92908e-07;6.83407e-06;5.826;12.0
18;17.0;5.0;6.79962e-06;6.93839e-07;6.83501e-06;5.838;12.0
19;17.0;5.0;6.79962e-06;6.95702e-07;6.83501e-06;5.844;12.0
20;17.0;5.0;6.80055e-06;6.96633e-07;6.83594e-06;5.856;12.0
21;17.0;5.0;6.80055e-06;6.97564e-07;6.83687e-06;5.862;12.0
22;17.0;5.0;6.80055e-06;6.98496e-07;6.83687e-06;5.874;12.0
23;17.0;5.0;6.80055e-06;6.99427e-07;6.83687e-06;5.88;12.0
24;17.0;5.0;6.80055e-06;7.0129e-07;6.83687e-06;5.892;12.0
25;17.0;5.0;6.80055e-06;7.0129e-07;6.83687e-06;5.898;12.0
26;17.0;5.0;6.80055e-06;7.03152e-07;6.83687e-06;5.904;12.0
27;17.0;5.0;6.80055e-06;7.03152e-07;6.83687e-06;5.916;12.0
28;17.0;5.0;6.79962e-06;7.04084e-07;6.83687e-06;5.922;12.0
29;17.0;5.0;6.79962e-06;7.05015e-07;6.83687e-06;5.928;12.0
30;17.0;5.0;6.79962e-06;7.05946e-07;6.83687e-06;5.934;12.0
31;17.0;5.0;6.79962e-06;7.05946e-07;6.83594e-06;5.94;12.0
32;17.0;5.0;6.79962e-06;7.06877e-07;6.83594e-06;5.946;12.0
33;17.0;5.0;6.79962e-06;7.07809e-07;6.83594e-06;5.946;12.0
34;17.0;5.0;6.79962e-06;7.07809e-07;6.83501e-06;5.952;12.0
35;17.0;5.0;6.79868e-06;7.07809e-07;6.83501e-06;5.952;12.0
