Wed Jun 09 18:45:24 2021

21.06.02-03_007.top image. S03

Comment: Graphite ni

Us modulation: OFF; Frq(Hz): 1333; Amp(mV): 2.00;
Us base(mV): -150; It setpoint(nA): 0.5;
Us Start(mV): -500; End(mV): 498; Step(mV): 5.98;
Us sweep rate(mV/s): 50.0; sweep delay(ms): 10;
Ccomp modulation: OFF; Amp(mV): 0.0; Phase(deg): 0.0
Lock-in input params
      Sensitivity(mV): ; Phase(deg): ;
      LPF - freq(Hz):      0; slope(dB/oct): 0;
      HPF - freq(Hz):      0; slope(dB/oct): 0;
Lock-in output params
      Time constant(ms): 0; Gain: ;
      LPF - freq(Hz):      0; slope(dB/oct): 0;
dIt scale coeff(nA/V): 

Number of STS scans: 5
Position(A) relatively to left-bottom corner: (11.8,10.9)

   Usamp    It01F    It02F    It03F    It04F    It05F    It01B    It02B    It03B    It04B    It05B    dI01F    dI02F    dI03F    dI04F    dI05F    dI01B    dI02B    dI03B    dI04B    dI05B   
   229.6     2.207    0.465    1.108    2.013    1.336    0.571    0.101    0.483    0.438    0.454   45.741   45.739   45.746   45.739   45.741   45.742   45.738   45.744   45.739   45.740  
   235.5     2.333    0.477    1.121    2.058    1.357    0.566    0.115    0.573    0.502    0.451   45.740   45.738   45.745   45.739   45.739   45.742   45.738   45.743   45.739   45.741  
   241.5     2.393    0.537    1.093    2.257    1.386    0.616    0.121    0.567    0.499    0.506   45.742   45.740   45.743   45.742   45.741   45.744   45.737   45.745   45.739   45.740  
   247.5     2.324    0.541    1.116    2.380    1.386    0.770    0.135    0.653    0.522    0.478   45.742   45.741   45.745   45.744   45.740   45.743   45.739   45.743   45.739   45.742  
   253.5     2.317    0.555    1.113    2.482    1.447    0.747    0.152    0.653    0.559    0.552   45.739   45.739   45.743   45.741   45.738   45.740   45.735   45.740   45.737   45.739  
   259.5     2.382    0.592    1.189    2.549    1.553    0.791    0.154    0.730    0.561    0.614   45.742   45.741   45.746   45.741   45.735   45.742   45.736   45.738   45.737   45.738  
   265.4     2.426    0.582    1.303    2.600    1.664    0.974    0.165    0.741    0.701    0.622   45.741   45.739   45.743   45.743   45.740   45.743   45.738   45.738   45.740   45.738  
   271.4     2.497    0.617    1.383    2.799    1.506    1.187    0.172    0.743    0.743    0.653   45.744   45.743   45.746   45.745   45.741   45.745   45.741   45.741   45.740   45.736  
   277.4     2.740    0.659    1.389    2.706    1.527    1.218    0.172    0.726    0.739    0.688   45.741   45.742   45.743   45.741   45.741   45.746   45.741   45.740   45.738   45.734  
   283.4     2.809    0.640    1.436    2.114    1.504    1.121    0.178    0.755    0.798    0.714   45.742   45.740   45.744   45.742   45.742   45.745   45.742   45.744   45.739   45.735  
   289.4     2.919    0.683    1.466    2.403    1.464    1.144    0.194    0.787    0.808    0.734   45.741   45.740   45.745   45.745   45.744   45.748   45.740   45.744   45.741   45.738  
   295.3     3.213    0.688    1.704    2.120    1.513    1.200    0.205    0.820    0.843    0.827   45.739   45.739   45.742   45.742   45.742   45.746   45.740   45.742   45.738   45.738  
   301.3     3.134    0.679    1.582    2.303    1.588    1.246    0.235    0.852    0.856    0.863   45.740   45.738   45.743   45.741   45.744   45.746   45.741   45.743   45.740   45.739  
   307.3     3.234    0.691    1.503    2.964    1.720    1.313    0.254    0.926    0.919    0.889   45.737   45.738   45.744   45.743   45.744   45.746   45.740   45.743   45.739   45.741  
   313.3     3.181    0.739    1.511    2.804    1.726    1.333    0.253    0.938    1.020    0.876   45.742   45.740   45.745   45.744   45.744   45.747   45.741   45.746   45.740   45.740  
   319.3     3.301    0.732    1.721    2.952    1.866    1.020    0.264    1.038    0.980    0.868   45.743   45.741   45.745   45.743   45.744   45.743   45.742   45.745   45.742   45.739  
   325.2     3.181    0.742    1.808    3.017    1.801    1.171    0.273    1.050    1.016    0.969   45.743   45.742   45.746   45.743   45.743   45.744   45.744   45.748   45.743   45.743  
   331.2     3.355    0.788    1.735    2.236    1.764    1.212    0.301    1.046    1.063    1.001   45.744   45.740   45.747   45.744   45.745   45.747   45.743   45.749   45.741   45.745  
   337.2     3.366    0.784    1.800    2.462    1.798    1.227    0.289    0.994    1.087    1.082   45.743   45.738   45.741   45.743   45.741   45.740   45.739   45.745   45.738   45.739  
   343.2     3.370    0.833    1.868    2.411    1.780    1.222    0.337    1.056    1.193    1.192   45.740   45.736   45.741   45.741   45.738   45.739   45.740   45.743   45.736   45.735  
   349.2     3.412    0.808    2.125    2.317    1.902    1.212    0.347    1.116    1.252    1.193   45.739   45.738   45.742   45.740   45.739   45.740   45.741   45.744   45.737   45.736  
   355.1     3.536    0.843    2.274    2.403    1.935    1.383    0.361    1.199    1.427    1.147   45.743   45.739   45.742   45.745   45.741   45.741   45.739   45.746   45.739   45.736  
   361.1     3.622    0.882    2.133    2.914    2.105    1.397    0.525    1.268    1.498    1.162   45.745   45.738   45.739   45.742   45.739   45.740   45.739   45.740   45.738   45.738  
   367.1     3.472    0.860    2.122    2.872    2.114    1.521    0.658    1.264    1.516    1.183   45.751   45.739   45.740   45.741   45.741   45.740   45.739   45.742   45.737   45.736  
   373.1     3.114    0.867    2.147    2.965    2.267    1.601    0.497    1.353    1.636    1.182   45.750   45.738   45.743   45.740   45.741   45.738   45.740   45.743   45.738   45.737  
   379.1     2.970    0.878    2.087    3.109    2.131    1.691    0.544    1.496    1.715    1.250   45.747   45.738   45.745   45.743   45.743   45.742   45.741   45.743   45.740   45.739  
   385.0     3.212    0.817    2.434    2.966    2.167    1.613    0.590    1.673    1.859    1.332   45.746   45.736   45.741   45.742   45.739   45.741   45.738   45.744   45.740   45.735  
   391.0     3.279    0.827    2.528    2.639    2.293    1.712    0.595    1.612    1.921    1.430   45.748   45.738   45.743   45.744   45.739   45.742   45.740   45.745   45.739   45.737  
   397.0     3.555    0.843    2.447    2.767    2.452    1.834    0.608    1.636    2.030    1.459   45.749   45.741   45.746   45.743   45.742   45.742   45.740   45.744   45.739   45.736  
   403.0     3.626    0.866    2.580    3.073    2.611    1.798    0.640    1.578    2.183    1.558   45.748   45.740   45.744   45.741   45.742   45.744   45.739   45.742   45.739   45.733  
   409.0     3.684    0.939    2.554    3.141    2.488    1.771    0.663    1.643    2.331    1.656   45.746   45.743   45.743   45.742   45.741   45.744   45.742   45.744   45.740   45.736  
   414.9     3.652    0.959    2.555    3.054    2.621    1.774    0.765    1.833    2.400    1.744   45.745   45.742   45.742   45.739   45.740   45.744   45.742   45.744   45.741   45.738  
   420.9     3.628    0.964    2.722    3.394    2.490    1.858    0.796    1.686    2.300    1.876   45.747   45.741   45.743   45.741   45.740   45.744   45.739   45.744   45.741   45.738  
   426.9     3.750    1.010    2.678    3.686    2.410    1.936    0.814    1.681    2.513    1.906   45.747   45.739   45.739   45.742   45.737   45.740   45.740   45.740   45.740   45.735  
   432.9     3.670    1.076    2.804    3.523    2.563    2.124    0.847    1.801    2.358    1.948   45.750   45.741   45.739   45.743   45.742   45.740   45.741   45.739   45.741   45.738  
   438.9     3.610    1.129    3.021    3.262    2.753    2.240    0.887    1.868    2.276    2.198   45.748   45.742   45.742   45.740   45.740   45.742   45.740   45.742   45.741   45.737  
   444.8     3.897    1.085    3.092    3.193    2.726    2.197    0.888    2.055    2.523    2.204   45.748   45.741   45.739   45.741   45.738   45.743   45.741   45.738   45.740   45.737  
   450.8     4.064    1.068    3.135    2.987    2.774    2.265    0.929    2.155    2.765    2.217   45.749   45.741   45.741   45.742   45.738   45.745   45.741   45.743   45.739   45.738  
   456.8     3.412    1.089    3.043    3.245    3.224    2.271    0.971    2.132    2.806    2.382   45.750   45.742   45.741   45.743   45.737   45.743   45.743   45.742   45.741   45.738  
   462.8     2.948    1.068    2.793    3.455    3.426    2.664    1.027    2.192    2.844    2.427   45.743   45.743   45.740   45.741   45.736   45.743   45.743   45.745   45.741   45.738  
   468.8     2.955    1.093    2.928    3.570    3.162    2.829    1.026    2.265    2.810    2.629   45.738   45.741   45.738   45.743   45.735   45.738   45.740   45.742   45.740   45.737  
   474.7     3.063    1.122    2.880    3.482    3.214    2.796    1.026    2.418    3.092    2.776   45.740   45.741   45.741   45.742   45.737   45.738   45.742   45.741   45.743   45.738  
   480.7     2.989    1.184    2.782    3.458    3.193    3.210    1.147    3.026    3.026    2.840   45.744   45.741   45.739   45.743   45.737   45.742   45.743   45.736   45.742   45.737  
   486.7     3.394    1.211    2.738    3.495    3.124    3.183    1.223    3.145    3.209    2.845   45.742   45.740   45.739   45.743   45.737   45.743   45.742   45.739   45.742   45.737  
   492.7     3.242    1.229    3.044    3.461    3.128    3.179    1.264    3.095    3.535    3.147   45.743   45.744   45.738   45.741   45.736   45.743   45.744   45.739   45.742   45.741  
