Wed Jun 09 18:32:34 2021

21.06.02-03_007.top image. S02

Comment: Graphite ni

Us modulation: OFF; Frq(Hz): 1333; Amp(mV): 2.00;
Us base(mV): -100; It setpoint(nA): 0.5;
Us Start(mV): -500; End(mV): 498; Step(mV): 5.98;
Us sweep rate(mV/s): 50.0; sweep delay(ms): 10;
Ccomp modulation: OFF; Amp(mV): 0.0; Phase(deg): 0.0
Lock-in input params
      Sensitivity(mV): ; Phase(deg): ;
      LPF - freq(Hz):      0; slope(dB/oct): 0;
      HPF - freq(Hz):      0; slope(dB/oct): 0;
Lock-in output params
      Time constant(ms): 0; Gain: ;
      LPF - freq(Hz):      0; slope(dB/oct): 0;
dIt scale coeff(nA/V): 

Number of STS scans: 5
Position(A) relatively to left-bottom corner: (10.7,9.0)

   Usamp    It01F    It02F    It03F    It04F    It05F    It01B    It02B    It03B    It04B    It05B    dI01F    dI02F    dI03F    dI04F    dI05F    dI01B    dI02B    dI03B    dI04B    dI05B   
  -446.2    -9.707  -10.644  -10.700  -10.691  -10.699   -0.157   -0.107   -0.229   -0.126   -0.278   45.740   45.744   45.737   45.743   45.747   45.749   45.749   45.751   45.752   45.749  
  -440.2    -8.677  -10.343  -10.700  -10.690  -10.678   -0.151   -0.111   -0.232   -0.119   -0.266   45.743   45.745   45.740   45.747   45.745   45.752   45.749   45.752   45.753   45.747  
  -434.2    -7.718  -10.037  -10.700  -10.506  -10.696   -0.141   -0.105   -0.222   -0.122   -0.273   45.742   45.747   45.741   45.748   45.749   45.751   45.753   45.754   45.753   45.750  
  -428.2    -7.705  -10.447  -10.700  -10.556  -10.624   -0.142   -0.095   -0.202   -0.122   -0.285   45.740   45.744   45.738   45.746   45.748   45.750   45.749   45.752   45.749   45.747  
  -422.3    -7.890  -10.228  -10.700   -9.613  -10.658   -0.148   -0.088   -0.187   -0.126   -0.236   45.736   45.742   45.737   45.744   45.748   45.749   45.750   45.754   45.749   45.746  
  -416.3    -7.194   -9.417  -10.700   -9.030  -10.495   -0.143   -0.090   -0.180   -0.105   -0.252   45.740   45.747   45.738   45.743   45.749   45.749   45.751   45.751   45.752   45.746  
  -410.3    -7.090   -8.887  -10.700   -8.617  -10.069   -0.143   -0.088   -0.179   -0.099   -0.242   45.742   45.747   45.740   45.748   45.748   45.750   45.750   45.753   45.753   45.745  
  -404.3    -6.852   -9.550  -10.700   -7.975  -10.125   -0.143   -0.096   -0.178   -0.091   -0.229   45.742   45.742   45.739   45.745   45.745   45.752   45.749   45.752   45.751   45.746  
  -398.3    -6.596   -9.528  -10.700   -7.671   -8.846   -0.141   -0.090   -0.181   -0.094   -0.230   45.742   45.744   45.741   45.746   45.750   45.752   45.751   45.753   45.754   45.747  
  -392.4    -6.132  -10.410  -10.700   -7.932   -8.983   -0.138   -0.086   -0.163   -0.095   -0.235   45.743   45.746   45.741   45.745   45.749   45.754   45.750   45.753   45.754   45.749  
  -386.4    -6.004  -10.698  -10.700   -7.791   -8.270   -0.133   -0.094   -0.170   -0.093   -0.228   45.743   45.747   45.741   45.748   45.750   45.752   45.750   45.752   45.755   45.749  
  -380.4    -5.506  -10.674  -10.700   -7.345   -9.148   -0.127   -0.091   -0.181   -0.089   -0.225   45.743   45.745   45.741   45.745   45.750   45.750   45.751   45.750   45.753   45.748  
  -374.4    -5.938  -10.700  -10.700   -7.351   -8.140   -0.174   -0.089   -0.184   -0.085   -0.218   45.742   45.744   45.741   45.745   45.751   45.754   45.750   45.752   45.753   45.748  
  -368.4    -5.623  -10.693  -10.700   -6.863   -7.398   -0.158   -0.087   -0.178   -0.090   -0.237   45.746   45.746   45.741   45.748   45.752   45.756   45.750   45.755   45.756   45.749  
  -362.5    -5.112  -10.696  -10.700   -6.902   -6.565   -0.169   -0.080   -0.174   -0.083   -0.217   45.742   45.743   45.744   45.746   45.748   45.754   45.753   45.752   45.757   45.747  
  -356.5    -4.856  -10.684  -10.700   -6.116   -6.271   -0.175   -0.080   -0.172   -0.077   -0.209   45.744   45.749   45.742   45.748   45.751   45.755   45.755   45.755   45.756   45.747  
  -350.5    -5.035  -10.666  -10.700   -5.849   -5.891   -0.184   -0.080   -0.168   -0.069   -0.164   45.742   45.748   45.742   45.749   45.750   45.754   45.756   45.752   45.754   45.749  
  -344.5    -4.758  -10.256  -10.700   -6.282   -5.475   -0.177   -0.075   -0.158   -0.077   -0.200   45.743   45.747   45.741   45.746   45.748   45.750   45.752   45.746   45.753   45.747  
  -338.5    -4.188  -10.422  -10.700   -6.070   -5.577   -0.182   -0.074   -0.154   -0.081   -0.210   45.739   45.744   45.737   45.742   45.748   45.747   45.746   45.745   45.751   45.743  
  -332.6    -4.316  -10.305  -10.700   -5.579   -5.540   -0.191   -0.073   -0.160   -0.083   -0.192   45.739   45.745   45.740   45.744   45.745   45.750   45.747   45.745   45.751   45.745  
  -326.6    -4.117   -9.971  -10.700   -5.250   -4.897   -0.181   -0.079   -0.157   -0.066   -0.187   45.742   45.745   45.744   45.745   45.745   45.751   45.748   45.747   45.757   45.746  
  -320.6    -3.969   -9.185  -10.657   -5.204   -4.789   -0.155   -0.076   -0.146   -0.063   -0.172   45.741   45.746   45.744   45.743   45.745   45.750   45.750   45.743   45.756   45.744  
  -314.6    -3.755   -5.307  -10.574   -5.183   -4.722   -0.168   -0.074   -0.145   -0.070   -0.165   45.742   45.745   45.744   45.743   45.748   45.752   45.750   45.747   45.755   45.745  
  -308.6    -3.680   -7.415  -10.584   -4.816   -4.414   -0.134   -0.078   -0.140   -0.068   -0.156   45.743   45.747   45.744   45.746   45.749   45.754   45.749   45.749   45.754   45.745  
  -302.7    -3.372   -7.692  -10.058   -4.623   -4.291   -0.154   -0.073   -0.142   -0.073   -0.185   45.746   45.747   45.745   45.742   45.749   45.753   45.750   45.747   45.754   45.748  
  -296.7    -3.253   -7.523   -8.845   -4.609   -4.506   -0.157   -0.068   -0.149   -0.090   -0.196   45.744   45.746   45.741   45.740   45.748   45.749   45.748   45.747   45.753   45.745  
  -290.7    -3.195   -6.805   -7.928   -4.348   -4.037   -0.132   -0.062   -0.145   -0.086   -0.142   45.747   45.747   45.743   45.743   45.748   45.751   45.748   45.745   45.754   45.745  
  -284.7    -2.980   -6.266   -7.703   -4.472   -3.765   -0.131   -0.063   -0.138   -0.081   -0.145   45.746   45.749   45.744   45.745   45.748   45.754   45.749   45.745   45.754   45.748  
  -278.7    -3.017   -5.741   -7.666   -4.107   -3.899   -0.127   -0.061   -0.136   -0.077   -0.142   45.748   45.749   45.743   45.743   45.745   45.751   45.748   45.749   45.754   45.747  
  -272.8    -2.834   -5.513   -7.100   -3.670   -3.915   -0.127   -0.062   -0.127   -0.070   -0.129   45.749   45.750   45.746   45.743   45.746   45.756   45.746   45.749   45.753   45.747  
  -266.8    -2.710   -5.915   -6.751   -3.469   -3.459   -0.115   -0.057   -0.140   -0.065   -0.133   45.746   45.751   45.746   45.745   45.747   45.753   45.747   45.748   45.758   45.751  
  -260.8    -2.550   -5.679   -6.569   -3.200   -3.173   -0.132   -0.060   -0.147   -0.067   -0.148   45.744   45.751   45.745   45.748   45.748   45.752   45.749   45.747   45.756   45.752  
  -254.8    -2.391   -5.130   -5.996   -3.078   -3.011   -0.141   -0.063   -0.143   -0.070   -0.150   45.738   45.742   45.739   45.743   45.744   45.748   45.744   45.743   45.748   45.744  
  -248.8    -2.085   -4.963   -5.748   -3.563   -2.811   -0.130   -0.058   -0.156   -0.075   -0.154   45.743   45.745   45.742   45.743   45.747   45.747   45.743   45.744   45.752   45.749  
  -242.9    -1.825   -4.907   -5.597   -3.271   -2.832   -0.129   -0.055   -0.134   -0.070   -0.137   45.745   45.746   45.742   45.743   45.747   45.751   45.748   45.748   45.755   45.749  
  -236.9    -1.797   -3.862   -5.358   -2.638   -2.572   -0.180   -0.055   -0.131   -0.065   -0.150   45.744   45.743   45.743   45.742   45.747   45.751   45.750   45.748   45.755   45.749  
  -230.9    -1.733   -4.444   -4.930   -2.823   -2.288   -0.192   -0.051   -0.126   -0.064   -0.134   45.745   45.745   45.739   45.744   45.746   45.754   45.753   45.746   45.755   45.749  
  -224.9    -1.470   -4.382   -4.712   -2.814   -2.397   -0.207   -0.059   -0.126   -0.062   -0.131   45.746   45.745   45.741   45.743   45.747   45.751   45.754   45.746   45.757   45.752  
  -218.9    -1.420   -3.719   -4.593   -2.724   -2.392   -0.211   -0.057   -0.136   -0.058   -0.125   45.749   45.745   45.743   45.746   45.747   45.752   45.752   45.747   45.760   45.752  
  -213.0    -1.408   -3.155   -4.365   -2.614   -1.908   -0.118   -0.051   -0.146   -0.060   -0.111   45.746   45.744   45.741   45.741   45.744   45.749   45.751   45.744   45.755   45.749  
  -207.0    -1.331   -2.787   -4.097   -2.472   -1.901   -0.106   -0.050   -0.157   -0.060   -0.120   45.746   45.744   45.744   45.740   45.746   45.752   45.751   45.747   45.757   45.751  
  -201.0    -1.244   -3.102   -3.851   -2.351   -1.996   -0.095   -0.050   -0.148   -0.060   -0.122   45.746   45.745   45.746   45.742   45.747   45.754   45.753   45.750   45.756   45.752  
  -195.0    -1.163   -2.941   -3.640   -2.297   -1.718   -0.157   -0.062   -0.130   -0.056   -0.121   45.746   45.748   45.742   45.743   45.750   45.752   45.751   45.751   45.757   45.754  
  -189.0    -1.076   -2.608   -3.516   -2.175   -1.642   -0.159   -0.049   -0.119   -0.056   -0.113   45.747   45.748   45.745   45.744   45.749   45.753   45.751   45.748   45.758   45.752  
  -183.1    -0.986   -2.392   -3.364   -1.833   -1.655   -0.142   -0.052   -0.122   -0.052   -0.099   45.745   45.747   45.745   45.743   45.750   45.751   45.752   45.747   45.761   45.756  
  -177.1    -0.957   -2.324   -3.281   -1.770   -1.413   -0.100   -0.047   -0.118   -0.050   -0.098   45.746   45.746   45.749   45.747   45.750   45.751   45.752   45.746   45.759   45.756  
  -171.1    -0.852   -2.237   -3.036   -1.731   -1.335   -0.094   -0.042   -0.117   -0.047   -0.109   45.742   45.741   45.745   45.743   45.748   45.746   45.746   45.743   45.753   45.750  
  -165.1    -0.800   -1.775   -2.934   -1.606   -1.248   -0.107   -0.045   -0.106   -0.049   -0.096   45.744   45.747   45.745   45.742   45.746   45.748   45.749   45.745   45.755   45.751  
  -159.1    -0.764   -1.924   -2.754   -1.618   -1.152   -0.077   -0.041   -0.117   -0.045   -0.096   45.744   45.746   45.743   45.743   45.745   45.749   45.751   45.746   45.753   45.751  
  -153.2    -0.709   -1.688   -2.588   -1.627   -1.049   -0.081   -0.041   -0.120   -0.048   -0.091   45.745   45.749   45.743   45.748   45.747   45.749   45.747   45.745   45.755   45.754  
  -147.2    -0.631   -1.373   -2.356   -1.402   -1.015   -0.093   -0.042   -0.090   -0.046   -0.089   45.742   45.747   45.746   45.749   45.747   45.749   45.749   45.746   45.755   45.754  
  -141.2    -0.608   -1.292   -2.096   -1.161   -1.007   -0.085   -0.040   -0.088   -0.043   -0.081   45.746   45.747   45.747   45.749   45.747   45.750   45.750   45.746   45.759   45.753  
  -135.2    -0.568   -1.292   -1.870   -1.280   -0.905   -0.087   -0.039   -0.087   -0.047   -0.070   45.746   45.749   45.746   45.750   45.746   45.751   45.750   45.749   45.759   45.756  
  -129.2    -0.546   -1.465   -1.703   -1.207   -0.729   -0.064   -0.039   -0.086   -0.052   -0.077   45.744   45.747   45.743   45.745   45.749   45.749   45.747   45.746   45.756   45.751  
  -123.3    -0.540   -1.303   -1.483   -1.061   -0.592   -0.063   -0.039   -0.080   -0.050   -0.071   45.746   45.747   45.744   45.746   45.746   45.752   45.750   45.747   45.758   45.753  
  -117.3    -0.469   -1.125   -1.476   -1.105   -0.551   -0.086   -0.033   -0.078   -0.050   -0.066   45.749   45.746   45.746   45.746   45.749   45.750   45.753   45.746   45.758   45.755  
  -111.3    -0.450   -0.871   -1.402   -1.031   -0.531   -0.081   -0.037   -0.077   -0.050   -0.067   45.749   45.747   45.747   45.748   45.748   45.754   45.751   45.750   45.757   45.755  
  -105.3    -0.447   -0.838   -1.214   -0.847   -0.501   -0.069   -0.035   -0.063   -0.041   -0.065   45.745   45.747   45.742   45.747   45.747   45.755   45.753   45.748   45.757   45.753  
   -99.3    -0.411   -0.811   -1.069   -0.876   -0.468   -0.068   -0.033   -0.064   -0.037   -0.061   45.745   45.751   45.744   45.748   45.748   45.753   45.751   45.747   45.756   45.757  
   -93.4    -0.388   -0.646   -0.919   -0.750   -0.416   -0.058   -0.031   -0.060   -0.034   -0.064   45.750   45.753   45.745   45.751   45.750   45.752   45.749   45.749   45.756   45.757  
   -87.4    -0.352   -0.558   -0.756   -0.668   -0.437   -0.052   -0.029   -0.058   -0.031   -0.058   45.747   45.746   45.743   45.748   45.746   45.751   45.750   45.745   45.753   45.750  
   -81.4    -0.339   -0.508   -0.550   -0.648   -0.384   -0.049   -0.028   -0.050   -0.030   -0.051   45.744   45.747   45.742   45.745   45.746   45.751   45.751   45.742   45.753   45.751  
   -75.4    -0.297   -0.505   -0.507   -0.561   -0.351   -0.052   -0.029   -0.052   -0.027   -0.050   45.744   45.745   45.742   45.745   45.746   45.749   45.751   45.745   45.754   45.751  
   -69.4    -0.264   -0.448   -0.452   -0.487   -0.298   -0.046   -0.028   -0.050   -0.027   -0.047   45.746   45.749   45.746   45.748   45.748   45.751   45.751   45.746   45.756   45.752  
   -63.5    -0.270   -0.391   -0.420   -0.448   -0.246   -0.041   -0.028   -0.045   -0.025   -0.045   45.747   45.747   45.743   45.746   45.746   45.749   45.745   45.747   45.755   45.751  
   -57.5    -0.257   -0.350   -0.390   -0.417   -0.240   -0.038   -0.026   -0.040   -0.025   -0.040   45.746   45.745   45.745   45.750   45.748   45.749   45.750   45.749   45.757   45.750  
   -51.5    -0.215   -0.301   -0.382   -0.368   -0.222   -0.036   -0.023   -0.040   -0.024   -0.038   45.748   45.747   45.747   45.752   45.749   45.752   45.752   45.749   45.758   45.752  
   -45.5    -0.175   -0.260   -0.330   -0.311   -0.181   -0.035   -0.023   -0.034   -0.024   -0.036   45.749   45.748   45.747   45.748   45.748   45.752   45.753   45.749   45.758   45.751  
   -39.5    -0.145   -0.230   -0.273   -0.296   -0.134   -0.031   -0.023   -0.033   -0.023   -0.029   45.749   45.749   45.744   45.747   45.750   45.750   45.751   45.749   45.758   45.753  
   -33.6    -0.130   -0.199   -0.220   -0.248   -0.139   -0.029   -0.022   -0.029   -0.023   -0.027   45.750   45.750   45.744   45.748   45.751   45.753   45.754   45.751   45.760   45.753  
   -27.6    -0.107   -0.147   -0.190   -0.208   -0.109   -0.025   -0.022   -0.027   -0.021   -0.023   45.748   45.750   45.745   45.751   45.750   45.755   45.755   45.752   45.761   45.752  
   -21.6    -0.081   -0.107   -0.132   -0.164   -0.081   -0.022   -0.019   -0.024   -0.019   -0.020   45.752   45.747   45.740   45.750   45.751   45.752   45.756   45.752   45.759   45.750  
   -15.6    -0.056   -0.070   -0.083   -0.107   -0.059   -0.019   -0.017   -0.020   -0.017   -0.018   45.757   45.754   45.745   45.748   45.755   45.754   45.757   45.753   45.761   45.753  
    -9.6    -0.029   -0.034   -0.040   -0.061   -0.037   -0.015   -0.015   -0.016   -0.015   -0.016   45.756   45.753   45.751   45.750   45.754   45.752   45.757   45.753   45.761   45.756  
    -3.7    -0.003   -0.003   -0.013   -0.019   -0.012   -0.012   -0.013   -0.013   -0.014   -0.014   45.745   45.742   45.746   45.748   45.751   45.750   45.753   45.751   45.757   45.750  
     2.3     0.021    0.036    0.018    0.021    0.009   -0.009   -0.011   -0.010   -0.012   -0.012   45.730   45.725   45.729   45.728   45.732   45.743   45.745   45.742   45.750   45.744  
     8.3     0.043    0.078    0.048    0.057    0.028   -0.005   -0.008   -0.005   -0.011   -0.010   45.728   45.728   45.725   45.730   45.730   45.740   45.743   45.741   45.750   45.743  
    14.3     0.062    0.110    0.090    0.085    0.050   -0.001   -0.007   -0.001   -0.009   -0.007   45.731   45.730   45.727   45.734   45.730   45.740   45.744   45.738   45.748   45.744  
    20.3     0.091    0.144    0.112    0.115    0.073    0.005   -0.004    0.006   -0.008   -0.005   45.730   45.730   45.727   45.731   45.732   45.736   45.743   45.731   45.746   45.743  
    26.2     0.104    0.150    0.132    0.160    0.093    0.012   -0.001    0.010   -0.006   -0.004   45.730   45.730   45.725   45.731   45.733   45.733   45.744   45.731   45.745   45.741  
    32.2     0.119    0.182    0.182    0.185    0.114    0.017    0.002    0.019   -0.003   -0.000   45.729   45.730   45.724   45.730   45.735   45.732   45.740   45.730   45.747   45.737  
    38.2     0.140    0.187    0.227    0.210    0.138    0.022    0.005    0.024   -0.000    0.003   45.729   45.731   45.726   45.731   45.734   45.730   45.738   45.730   45.745   45.736  
    44.2     0.146    0.206    0.235    0.299    0.199    0.030    0.008    0.029    0.001    0.007   45.730   45.728   45.725   45.731   45.731   45.729   45.736   45.730   45.743   45.733  
    50.2     0.156    0.246    0.244    0.307    0.218    0.032    0.010    0.037    0.005    0.007   45.732   45.730   45.728   45.731   45.734   45.729   45.737   45.730   45.740   45.733  
    56.1     0.178    0.282    0.255    0.300    0.250    0.034    0.010    0.037    0.009    0.008   45.733   45.730   45.728   45.732   45.735   45.730   45.736   45.733   45.738   45.736  
    62.1     0.204    0.266    0.332    0.384    0.267    0.044    0.013    0.044    0.010    0.009   45.730   45.731   45.727   45.732   45.736   45.731   45.734   45.733   45.738   45.731  
    68.1     0.229    0.254    0.393    0.463    0.278    0.053    0.011    0.050    0.016    0.016   45.730   45.731   45.727   45.730   45.738   45.731   45.734   45.731   45.738   45.729  
    74.1     0.256    0.308    0.382    0.399    0.291    0.058    0.013    0.053    0.025    0.022   45.729   45.729   45.728   45.731   45.737   45.732   45.733   45.734   45.737   45.729  
    80.1     0.308    0.329    0.438    0.458    0.356    0.066    0.025    0.055    0.019    0.035   45.730   45.732   45.727   45.733   45.735   45.732   45.734   45.731   45.738   45.730  
    86.0     0.356    0.313    0.569    0.463    0.362    0.071    0.023    0.059    0.021    0.041   45.728   45.730   45.724   45.730   45.732   45.729   45.731   45.728   45.733   45.729  
    92.0     0.362    0.330    0.575    0.478    0.388    0.088    0.019    0.071    0.024    0.045   45.730   45.730   45.727   45.731   45.732   45.733   45.733   45.731   45.734   45.730  
    98.0     0.378    0.364    0.619    0.499    0.444    0.092    0.026    0.089    0.027    0.042   45.731   45.731   45.727   45.734   45.735   45.729   45.733   45.732   45.737   45.730  
   104.0     0.381    0.378    0.667    0.441    0.438    0.106    0.031    0.102    0.033    0.048   45.728   45.729   45.728   45.732   45.735   45.732   45.730   45.730   45.738   45.728  
   110.0     0.394    0.387    0.750    0.524    0.420    0.119    0.037    0.109    0.039    0.061   45.732   45.730   45.730   45.733   45.734   45.734   45.729   45.732   45.738   45.729  
   115.9     0.397    0.416    0.738    0.584    0.479    0.129    0.062    0.120    0.043    0.067   45.730   45.731   45.733   45.735   45.739   45.732   45.729   45.733   45.735   45.730  
   121.9     0.493    0.465    0.784    0.579    0.546    0.140    0.072    0.143    0.048    0.080   45.733   45.731   45.732   45.736   45.740   45.734   45.728   45.733   45.737   45.731  
   127.9     0.485    0.603    0.814    0.573    0.544    0.134    0.059    0.148    0.047    0.071   45.728   45.730   45.728   45.731   45.735   45.734   45.728   45.729   45.735   45.728  
   133.9     0.479    0.589    0.933    0.634    0.625    0.158    0.040    0.171    0.053    0.074   45.728   45.729   45.732   45.730   45.738   45.735   45.727   45.730   45.737   45.728  
   139.9     0.513    0.664    0.868    0.614    0.704    0.194    0.049    0.167    0.062    0.080   45.729   45.733   45.733   45.735   45.736   45.735   45.729   45.732   45.737   45.731  
   145.8     0.562    0.659    0.825    0.561    0.693    0.195    0.063    0.177    0.068    0.085   45.731   45.733   45.731   45.734   45.738   45.737   45.731   45.729   45.737   45.731  
   151.8     0.577    0.802    0.933    0.617    0.798    0.196    0.069    0.188    0.063    0.104   45.730   45.733   45.732   45.734   45.738   45.734   45.733   45.730   45.736   45.731  
   157.8     0.617    0.948    1.145    0.652    0.913    0.226    0.066    0.209    0.105    0.120   45.733   45.735   45.730   45.735   45.743   45.735   45.732   45.731   45.737   45.733  
   163.8     0.631    0.821    1.136    0.739    0.898    0.216    0.084    0.222    0.098    0.129   45.733   45.737   45.731   45.735   45.739   45.735   45.731   45.733   45.738   45.735  
   169.8     0.668    0.658    1.209    0.716    0.961    0.259    0.085    0.208    0.110    0.196   45.728   45.732   45.726   45.728   45.737   45.730   45.728   45.726   45.734   45.730  
   175.7     0.778    0.753    1.238    0.857    1.014    0.361    0.076    0.250    0.133    0.199   45.727   45.735   45.726   45.729   45.736   45.731   45.728   45.729   45.736   45.729  
   181.7     0.783    0.810    1.487    0.854    0.959    0.395    0.093    0.259    0.158    0.208   45.726   45.734   45.727   45.730   45.735   45.733   45.728   45.731   45.736   45.732  
   187.7     0.800    0.800    1.545    0.782    0.944    0.404    0.115    0.308    0.151    0.203   45.728   45.737   45.729   45.733   45.735   45.732   45.728   45.731   45.735   45.732  
   193.7     0.784    0.913    1.621    0.834    0.932    0.345    0.077    0.266    0.170    0.276   45.732   45.738   45.729   45.731   45.733   45.732   45.730   45.731   45.735   45.736  
   199.7     0.909    0.991    1.443    0.823    0.941    0.412    0.089    0.291    0.181    0.307   45.732   45.739   45.730   45.733   45.736   45.736   45.731   45.733   45.734   45.736  
   205.6     0.872    0.912    1.516    0.773    0.880    0.331    0.097    0.284    0.179    0.324   45.732   45.736   45.733   45.734   45.738   45.737   45.731   45.733   45.737   45.736  
   211.6     0.922    0.915    1.551    0.848    0.971    0.268    0.112    0.334    0.204    0.345   45.729   45.736   45.729   45.732   45.736   45.735   45.732   45.728   45.734   45.732  
   217.6     0.941    0.940    1.508    0.856    1.017    0.445    0.118    0.367    0.218    0.361   45.734   45.736   45.730   45.732   45.734   45.733   45.729   45.730   45.737   45.733  
   223.6     1.071    0.919    1.522    0.801    1.015    0.550    0.132    0.377    0.221    0.366   45.733   45.738   45.731   45.734   45.735   45.734   45.731   45.730   45.737   45.734  
   229.6     1.156    1.084    1.727    0.764    1.080    0.610    0.152    0.396    0.218    0.399   45.734   45.737   45.731   45.733   45.737   45.736   45.733   45.731   45.738   45.733  
   235.5     1.318    0.966    1.988    0.868    1.137    0.602    0.151    0.423    0.246    0.410   45.732   45.738   45.731   45.733   45.737   45.737   45.733   45.730   45.735   45.734  
   241.5     1.272    0.954    2.133    0.963    1.248    0.626    0.155    0.448    0.259    0.453   45.733   45.736   45.732   45.735   45.740   45.736   45.737   45.732   45.740   45.736  
   247.5     1.298    1.307    2.170    0.970    1.264    0.536    0.234    0.486    0.246    0.480   45.734   45.737   45.732   45.735   45.742   45.735   45.737   45.733   45.737   45.735  
   253.5     1.472    1.098    2.210    1.102    1.298    0.502    0.261    0.558    0.322    0.498   45.730   45.737   45.729   45.731   45.739   45.734   45.732   45.731   45.734   45.731  
   259.5     1.406    0.955    2.097    1.098    1.190    0.460    0.192    0.570    0.340    0.428   45.733   45.738   45.729   45.731   45.737   45.735   45.734   45.732   45.736   45.732  
   265.4     1.402    0.980    2.195    0.985    1.221    0.501    0.150    0.613    0.328    0.439   45.732   45.736   45.729   45.731   45.738   45.736   45.735   45.732   45.739   45.733  
   271.4     1.465    1.094    2.149    1.017    1.236    0.528    0.198    0.667    0.322    0.469   45.733   45.735   45.730   45.733   45.738   45.736   45.732   45.735   45.739   45.734  
   277.4     1.579    1.021    2.448    1.041    1.326    0.629    0.180    0.700    0.342    0.499   45.732   45.733   45.730   45.733   45.738   45.735   45.734   45.733   45.734   45.735  
   283.4     1.527    0.998    2.792    1.041    1.400    0.608    0.216    0.719    0.366    0.535   45.733   45.736   45.730   45.734   45.735   45.737   45.734   45.733   45.737   45.736  
   289.4     1.441    1.056    2.819    1.056    1.438    0.549    0.232    0.736    0.354    0.577   45.736   45.738   45.734   45.735   45.736   45.735   45.735   45.735   45.737   45.736  
   295.3     1.404    1.015    2.326    1.088    1.383    0.577    0.238    0.776    0.355    0.594   45.734   45.735   45.732   45.731   45.737   45.735   45.735   45.732   45.737   45.734  
   301.3     1.378    1.097    2.579    1.053    1.550    0.629    0.223    0.767    0.367    0.707   45.733   45.736   45.731   45.732   45.738   45.737   45.735   45.733   45.738   45.734  
   307.3     1.338    1.123    2.980    0.987    1.700    0.693    0.215    0.809    0.390    0.804   45.734   45.735   45.730   45.734   45.739   45.735   45.735   45.733   45.739   45.733  
   313.3     1.478    1.337    2.795    0.966    1.617    0.730    0.241    0.802    0.435    0.823   45.736   45.738   45.731   45.735   45.739   45.738   45.736   45.735   45.737   45.733  
   319.3     1.479    1.137    2.714    0.985    1.585    0.779    0.289    0.800    0.458    0.921   45.736   45.737   45.730   45.733   45.737   45.739   45.736   45.735   45.739   45.733  
   325.2     1.515    1.090    2.793    1.020    1.620    0.783    0.279    0.805    0.508    0.921   45.736   45.738   45.731   45.734   45.737   45.734   45.734   45.737   45.739   45.736  
   331.2     1.595    1.295    3.112    0.919    1.670    0.859    0.338    0.840    0.577    0.949   45.737   45.738   45.732   45.736   45.740   45.736   45.737   45.736   45.740   45.739  
