Wed Jun 09 19:48:37 2021

21.06.02-03_009.top image. S01

Comment: Graphite ni

Us modulation: OFF; Frq(Hz): 1333; Amp(mV): 2.00;
Us base(mV): -50; It setpoint(nA): 0.5;
Us Start(mV): -500; End(mV): 498; Step(mV): 5.98;
Us sweep rate(mV/s): 30.0; sweep delay(ms): 10;
Ccomp modulation: OFF; Amp(mV): 0.0; Phase(deg): 0.0
Lock-in input params
      Sensitivity(mV): ; Phase(deg): ;
      LPF - freq(Hz):      0; slope(dB/oct): 0;
      HPF - freq(Hz):      0; slope(dB/oct): 0;
Lock-in output params
      Time constant(ms): 0; Gain: ;
      LPF - freq(Hz):      0; slope(dB/oct): 0;
dIt scale coeff(nA/V): 

Number of STS scans: 5
Position(A) relatively to left-bottom corner: (11.6,10.8)

   Usamp    It01F    It02F    It03F    It04F    It05F    It01B    It02B    It03B    It04B    It05B    dI01F    dI02F    dI03F    dI04F    dI05F    dI01B    dI02B    dI03B    dI04B    dI05B   
   199.7     0.483    0.542    3.384    0.996    1.144    0.142    0.258    0.936    0.360    0.522   45.720   45.718   45.721   45.719   45.715   45.721   45.717   45.723   45.719   45.717  
   205.6     0.516    0.577    3.246    0.997    1.196    0.152    0.262    0.955    0.377    0.592   45.721   45.720   45.721   45.718   45.717   45.722   45.720   45.723   45.719   45.720  
   211.6     0.524    0.588    3.329    1.058    1.326    0.146    0.269    0.946    0.389    0.644   45.717   45.717   45.719   45.716   45.716   45.720   45.718   45.722   45.716   45.718  
   217.6     0.534    0.618    3.245    1.228    1.413    0.185    0.281    0.968    0.422    0.638   45.720   45.719   45.720   45.717   45.717   45.721   45.718   45.722   45.718   45.718  
   223.6     0.572    0.710    3.200    1.341    1.759    0.177    0.305    1.024    0.427    0.641   45.718   45.717   45.721   45.717   45.716   45.721   45.718   45.721   45.718   45.719  
   229.6     0.622    0.782    2.821    1.407    1.699    0.187    0.296    1.162    0.468    0.645   45.719   45.718   45.721   45.716   45.717   45.722   45.721   45.722   45.718   45.718  
   235.5     0.583    0.806    3.008    1.281    1.743    0.258    0.385    1.232    0.481    0.659   45.718   45.717   45.720   45.716   45.717   45.722   45.718   45.722   45.718   45.717  
   241.5     0.688    0.812    3.279    1.323    1.695    0.316    0.378    1.348    0.540    0.692   45.720   45.721   45.722   45.717   45.717   45.723   45.718   45.722   45.720   45.717  
   247.5     0.764    0.836    3.273    1.421    1.807    0.380    0.381    1.439    0.582    0.717   45.722   45.722   45.723   45.716   45.719   45.724   45.719   45.722   45.720   45.718  
   253.5     0.691    0.895    3.282    1.401    1.894    0.357    0.427    1.545    0.589    0.757   45.719   45.719   45.721   45.716   45.717   45.722   45.715   45.719   45.716   45.715  
   259.5     0.706    0.968    3.324    1.425    1.867    0.350    0.446    1.701    0.635    0.812   45.723   45.720   45.720   45.715   45.717   45.722   45.718   45.722   45.716   45.717  
   265.4     0.876    0.946    3.357    1.256    1.890    0.414    0.490    1.715    0.714    0.864   45.722   45.721   45.720   45.716   45.719   45.719   45.719   45.722   45.714   45.719  
   271.4     1.003    1.028    3.592    1.285    1.945    0.425    0.496    1.901    0.776    0.914   45.725   45.722   45.723   45.718   45.720   45.721   45.717   45.723   45.716   45.720  
   277.4     1.103    1.063    3.571    1.307    1.966    0.300    0.530    1.902    0.760    0.959   45.725   45.722   45.721   45.718   45.719   45.719   45.718   45.724   45.716   45.720  
   283.4     0.848    1.082    3.713    1.384    2.008    0.427    0.551    2.075    0.783    0.960   45.725   45.723   45.725   45.718   45.721   45.721   45.719   45.722   45.719   45.722  
   289.4     0.797    1.130    3.738    1.456    2.080    0.460    0.561    2.188    0.800    1.004   45.727   45.722   45.727   45.720   45.720   45.723   45.721   45.724   45.725   45.722  
   295.3     0.786    1.178    3.844    1.584    2.118    0.547    0.569    2.233    0.746    1.065   45.725   45.721   45.724   45.719   45.722   45.723   45.718   45.724   45.723   45.723  
   301.3     0.768    1.103    3.797    1.682    2.136    0.562    0.586    2.465    0.817    1.122   45.726   45.720   45.724   45.719   45.722   45.724   45.721   45.726   45.722   45.722  
   307.3     0.967    1.162    3.833    1.808    2.251    0.532    0.586    2.459    0.838    1.185   45.725   45.720   45.723   45.722   45.725   45.726   45.723   45.727   45.721   45.721  
   313.3     1.101    1.209    4.027    1.732    2.102    0.709    0.614    2.534    0.844    1.367   45.726   45.722   45.728   45.720   45.725   45.727   45.724   45.726   45.721   45.722  
   319.3     1.071    1.195    4.445    1.860    2.217    0.727    0.632    2.582    0.830    1.366   45.726   45.722   45.725   45.719   45.723   45.726   45.723   45.724   45.721   45.721  
   325.2     1.235    1.278    4.746    1.835    2.388    0.825    0.635    2.712    0.956    1.422   45.727   45.725   45.726   45.722   45.725   45.725   45.725   45.726   45.724   45.721  
   331.2     1.298    1.501    4.578    1.820    2.495    0.855    0.687    2.771    0.972    1.264   45.727   45.723   45.725   45.724   45.726   45.728   45.723   45.724   45.725   45.721  
   337.2     1.239    1.394    4.612    1.861    2.655    0.890    0.769    2.827    1.072    1.166   45.722   45.720   45.723   45.720   45.723   45.724   45.719   45.721   45.722   45.714  
   343.2     1.223    1.472    4.586    1.960    2.685    0.801    0.745    2.863    1.091    1.187   45.719   45.716   45.718   45.716   45.717   45.720   45.717   45.717   45.720   45.713  
   349.2     1.276    1.203    4.742    1.991    2.540    0.842    0.820    3.134    1.131    1.293   45.722   45.718   45.719   45.716   45.722   45.721   45.718   45.721   45.720   45.715  
   355.1     1.402    1.141    4.783    2.106    2.432    0.900    0.815    3.166    1.120    1.307   45.722   45.718   45.722   45.719   45.723   45.725   45.719   45.723   45.720   45.717  
   361.1     1.442    1.207    4.930    2.093    2.208    0.980    0.827    3.388    1.201    1.334   45.719   45.721   45.721   45.718   45.719   45.722   45.718   45.721   45.721   45.714  
   367.1     1.512    1.544    4.635    2.153    2.155    1.010    0.815    3.868    1.295    1.397   45.720   45.722   45.719   45.720   45.719   45.724   45.720   45.722   45.722   45.715  
   373.1     1.495    1.587    4.670    2.062    2.007    1.115    0.932    3.755    1.391    1.434   45.721   45.720   45.721   45.720   45.717   45.724   45.722   45.723   45.721   45.716  
   379.1     1.463    1.693    4.914    2.042    2.122    1.170    1.042    4.046    1.458    1.466   45.721   45.719   45.720   45.721   45.716   45.722   45.721   45.721   45.722   45.714  
   385.0     1.480    1.709    5.055    2.117    2.299    1.402    1.162    4.113    1.525    1.486   45.720   45.719   45.721   45.720   45.717   45.721   45.718   45.721   45.721   45.715  
   391.0     1.539    1.604    5.048    2.063    2.338    1.534    1.201    4.258    1.610    1.547   45.720   45.718   45.722   45.720   45.715   45.720   45.721   45.722   45.721   45.717  
   397.0     1.610    1.721    5.304    2.141    2.407    1.490    1.252    4.517    1.486    1.547   45.718   45.719   45.725   45.722   45.717   45.722   45.722   45.725   45.722   45.717  
   403.0     1.655    1.603    5.437    2.109    2.529    1.575    1.386    4.430    1.488    1.667   45.719   45.720   45.725   45.720   45.715   45.723   45.721   45.723   45.721   45.718  
   409.0     1.652    1.564    5.801    2.215    2.561    1.723    1.324    4.690    1.695    1.790   45.721   45.721   45.724   45.720   45.718   45.723   45.719   45.724   45.721   45.718  
   414.9     1.655    1.767    5.860    2.295    2.638    1.763    1.423    4.531    1.742    1.861   45.724   45.722   45.722   45.721   45.717   45.723   45.720   45.725   45.723   45.719  
   420.9     1.689    1.917    5.956    2.318    2.644    1.739    1.577    4.527    1.913    1.893   45.722   45.722   45.724   45.724   45.717   45.722   45.718   45.725   45.720   45.718  
   426.9     1.816    2.137    5.802    2.533    2.928    1.746    1.683    4.629    1.903    1.923   45.720   45.721   45.720   45.721   45.713   45.720   45.718   45.723   45.720   45.715  
   432.9     1.887    2.168    5.576    2.596    3.015    1.786    1.642    5.139    1.966    2.076   45.720   45.722   45.721   45.725   45.714   45.725   45.717   45.727   45.722   45.716  
   438.9     1.974    2.150    5.778    2.355    2.706    1.858    1.634    5.433    1.975    2.227   45.719   45.723   45.723   45.726   45.718   45.726   45.718   45.725   45.724   45.720  
   444.8     2.106    2.179    5.951    1.933    3.200    1.805    1.807    5.424    1.906    2.245   45.718   45.722   45.721   45.723   45.717   45.725   45.721   45.723   45.723   45.719  
   450.8     2.001    2.149    5.854    1.942    3.269    1.935    1.884    5.297    2.000    2.274   45.719   45.723   45.722   45.727   45.716   45.725   45.721   45.726   45.723   45.721  
   456.8     1.857    1.999    5.823    2.123    3.151    2.033    1.981    5.739    2.061    2.335   45.719   45.723   45.724   45.728   45.716   45.724   45.719   45.724   45.722   45.721  
   462.8     2.000    2.249    5.902    2.270    3.169    2.147    1.957    5.957    2.011    2.427   45.721   45.723   45.724   45.730   45.718   45.725   45.722   45.725   45.725   45.722  
   468.8     2.020    2.193    6.091    2.059    2.886    2.236    2.012    6.040    2.152    2.536   45.724   45.722   45.723   45.725   45.716   45.724   45.720   45.725   45.724   45.721  
   474.7     2.108    2.310    6.308    2.054    2.753    2.160    2.160    6.001    2.268    2.621   45.724   45.725   45.723   45.726   45.717   45.723   45.722   45.726   45.727   45.724  
   480.7     2.097    2.124    6.441    2.004    2.938    2.246    2.280    6.236    2.171    2.713   45.724   45.724   45.725   45.728   45.719   45.724   45.725   45.728   45.727   45.722  
   486.7     2.049    2.347    6.650    2.143    3.024    2.155    2.260    6.399    1.962    2.799   45.722   45.724   45.725   45.727   45.719   45.724   45.725   45.727   45.727   45.722  
   492.7     2.037    2.320    6.972    2.365    2.976    2.231    2.333    6.345    2.152    3.000   45.724   45.725   45.725   45.728   45.720   45.724   45.724   45.725   45.729   45.721  
