Wed Jun 09 18:53:13 2021

21.06.02-03_007.top image. S04

Comment: Graphite ni

Us modulation: OFF; Frq(Hz): 1333; Amp(mV): 2.00;
Us base(mV): -200; It setpoint(nA): 0.5;
Us Start(mV): -500; End(mV): 498; Step(mV): 5.98;
Us sweep rate(mV/s): 50.0; sweep delay(ms): 10;
Ccomp modulation: OFF; Amp(mV): 0.0; Phase(deg): 0.0
Lock-in input params
      Sensitivity(mV): ; Phase(deg): ;
      LPF - freq(Hz):      0; slope(dB/oct): 0;
      HPF - freq(Hz):      0; slope(dB/oct): 0;
Lock-in output params
      Time constant(ms): 0; Gain: ;
      LPF - freq(Hz):      0; slope(dB/oct): 0;
dIt scale coeff(nA/V): 

Number of STS scans: 5
Position(A) relatively to left-bottom corner: (13.9,9.4)

   Usamp    It01F    It02F    It03F    It04F    It05F    It01B    It02B    It03B    It04B    It05B    dI01F    dI02F    dI03F    dI04F    dI05F    dI01B    dI02B    dI03B    dI04B    dI05B   
  -236.9    -2.032   -2.654   -0.815   -2.448   -2.263   -0.084   -0.290   -0.054   -0.114   -0.162   45.748   45.747   45.751   45.742   45.755   45.756   45.761   45.754   45.757   45.746  
  -230.9    -1.975   -2.590   -0.900   -2.186   -2.165   -0.078   -0.275   -0.053   -0.110   -0.166   45.747   45.742   45.747   45.743   45.756   45.758   45.761   45.755   45.760   45.748  
  -224.9    -1.932   -2.276   -1.008   -2.134   -2.035   -0.080   -0.264   -0.052   -0.115   -0.169   45.748   45.746   45.746   45.745   45.755   45.758   45.765   45.756   45.761   45.750  
  -218.9    -1.774   -2.040   -0.962   -2.111   -1.911   -0.077   -0.257   -0.051   -0.122   -0.145   45.752   45.747   45.748   45.747   45.757   45.763   45.765   45.755   45.764   45.750  
  -213.0    -1.780   -2.000   -1.103   -2.023   -1.885   -0.074   -0.279   -0.049   -0.117   -0.143   45.748   45.745   45.745   45.744   45.753   45.756   45.763   45.749   45.758   45.747  
  -207.0    -1.575   -1.994   -0.955   -1.923   -1.690   -0.067   -0.282   -0.051   -0.111   -0.128   45.752   45.748   45.747   45.746   45.756   45.755   45.762   45.752   45.760   45.749  
  -201.0    -1.575   -1.924   -0.935   -1.828   -1.575   -0.066   -0.251   -0.049   -0.105   -0.130   45.752   45.751   45.746   45.745   45.758   45.756   45.765   45.752   45.751   45.752  
  -195.0    -1.382   -1.884   -0.876   -1.815   -1.455   -0.064   -0.218   -0.046   -0.112   -0.135   45.754   45.747   45.748   45.746   45.757   45.760   45.768   45.752   45.751   45.750  
  -189.0    -1.272   -1.799   -0.877   -1.808   -1.409   -0.065   -0.219   -0.047   -0.110   -0.118   45.751   45.749   45.748   45.745   45.756   45.762   45.768   45.756   45.752   45.748  
  -183.1    -1.204   -1.729   -0.764   -1.717   -1.275   -0.062   -0.217   -0.047   -0.104   -0.111   45.751   45.748   45.751   45.744   45.758   45.760   45.768   45.757   45.755   45.751  
  -177.1    -1.157   -1.580   -0.701   -1.566   -1.146   -0.058   -0.215   -0.043   -0.106   -0.099   45.750   45.750   45.751   45.746   45.761   45.761   45.767   45.755   45.756   45.752  
  -171.1    -1.096   -1.521   -0.659   -1.573   -1.223   -0.057   -0.220   -0.042   -0.098   -0.102   45.745   45.748   45.744   45.744   45.753   45.753   45.763   45.753   45.749   45.746  
  -165.1    -1.030   -1.364   -0.660   -1.527   -1.255   -0.053   -0.203   -0.042   -0.091   -0.106   45.749   45.747   45.745   45.744   45.753   45.754   45.764   45.750   45.750   45.749  
  -159.1    -0.919   -1.310   -0.621   -1.437   -1.132   -0.050   -0.202   -0.043   -0.093   -0.098   45.748   45.743   45.744   45.744   45.754   45.753   45.763   45.752   45.751   45.749  
  -153.2    -0.918   -1.382   -0.587   -1.354   -1.103   -0.047   -0.184   -0.041   -0.091   -0.111   45.749   45.747   45.747   45.746   45.755   45.757   45.765   45.756   45.755   45.749  
  -147.2    -0.920   -1.260   -0.445   -1.228   -1.043   -0.048   -0.188   -0.038   -0.102   -0.098   45.751   45.744   45.748   45.747   45.756   45.759   45.765   45.755   45.751   45.747  
  -141.2    -0.925   -1.136   -0.432   -1.059   -1.035   -0.046   -0.193   -0.036   -0.085   -0.103   45.749   45.746   45.747   45.747   45.755   45.756   45.764   45.755   45.752   45.750  
  -135.2    -0.832   -1.064   -0.427   -1.062   -0.983   -0.040   -0.153   -0.035   -0.090   -0.100   45.749   45.748   45.749   45.749   45.754   45.756   45.763   45.758   45.751   45.752  
  -129.2    -0.847   -0.891   -0.399   -0.883   -0.811   -0.039   -0.155   -0.036   -0.081   -0.104   45.751   45.746   45.749   45.745   45.755   45.753   45.763   45.756   45.749   45.751  
  -123.3    -0.765   -0.910   -0.365   -0.812   -0.726   -0.039   -0.155   -0.035   -0.076   -0.104   45.751   45.748   45.748   45.747   45.757   45.756   45.762   45.759   45.749   45.752  
  -117.3    -0.750   -0.998   -0.340   -0.832   -0.730   -0.038   -0.139   -0.033   -0.073   -0.096   45.750   45.748   45.749   45.750   45.759   45.754   45.760   45.758   45.752   45.750  
  -111.3    -0.692   -0.951   -0.290   -0.746   -0.659   -0.040   -0.133   -0.033   -0.069   -0.079   45.750   45.748   45.750   45.750   45.758   45.754   45.767   45.766   45.754   45.751  
  -105.3    -0.638   -0.776   -0.261   -0.787   -0.601   -0.040   -0.118   -0.033   -0.062   -0.069   45.750   45.751   45.751   45.750   45.748   45.752   45.767   45.763   45.756   45.752  
   -99.3    -0.587   -0.834   -0.249   -0.687   -0.535   -0.037   -0.115   -0.032   -0.059   -0.073   45.751   45.751   45.752   45.750   45.749   45.754   45.768   45.765   45.757   45.753  
   -93.4    -0.546   -0.810   -0.223   -0.602   -0.459   -0.036   -0.108   -0.030   -0.067   -0.068   45.751   45.752   45.751   45.749   45.751   45.757   45.766   45.766   45.756   45.753  
   -87.4    -0.512   -0.749   -0.208   -0.561   -0.402   -0.037   -0.122   -0.028   -0.062   -0.064   45.744   45.751   45.746   45.746   45.749   45.752   45.757   45.765   45.749   45.749  
   -81.4    -0.443   -0.761   -0.184   -0.526   -0.355   -0.034   -0.121   -0.027   -0.050   -0.064   45.747   45.749   45.748   45.744   45.750   45.752   45.757   45.762   45.751   45.750  
   -75.4    -0.434   -0.715   -0.152   -0.490   -0.309   -0.033   -0.095   -0.026   -0.044   -0.061   45.749   45.747   45.746   45.746   45.750   45.753   45.760   45.765   45.753   45.752  
   -69.4    -0.382   -0.654   -0.146   -0.342   -0.303   -0.031   -0.099   -0.024   -0.042   -0.057   45.752   45.751   45.750   45.747   45.751   45.753   45.760   45.767   45.753   45.753  
   -63.5    -0.353   -0.552   -0.152   -0.243   -0.274   -0.029   -0.105   -0.023   -0.041   -0.057   45.748   45.746   45.748   45.748   45.748   45.754   45.755   45.763   45.751   45.753  
   -57.5    -0.350   -0.490   -0.139   -0.226   -0.219   -0.028   -0.091   -0.023   -0.039   -0.057   45.751   45.746   45.748   45.750   45.751   45.753   45.758   45.764   45.752   45.756  
   -51.5    -0.278   -0.390   -0.113   -0.200   -0.182   -0.026   -0.083   -0.022   -0.036   -0.052   45.749   45.750   45.749   45.748   45.749   45.753   45.758   45.765   45.752   45.755  
   -45.5    -0.229   -0.346   -0.102   -0.161   -0.162   -0.025   -0.074   -0.020   -0.036   -0.040   45.750   45.751   45.750   45.748   45.750   45.749   45.758   45.762   45.754   45.754  
   -39.5    -0.205   -0.327   -0.086   -0.146   -0.139   -0.023   -0.060   -0.019   -0.032   -0.029   45.751   45.752   45.750   45.748   45.750   45.751   45.756   45.765   45.753   45.753  
   -33.6    -0.169   -0.287   -0.072   -0.109   -0.129   -0.021   -0.056   -0.019   -0.028   -0.028   45.752   45.750   45.754   45.748   45.751   45.752   45.758   45.766   45.756   45.756  
   -27.6    -0.127   -0.234   -0.059   -0.099   -0.094   -0.019   -0.046   -0.018   -0.026   -0.026   45.753   45.749   45.755   45.751   45.753   45.753   45.759   45.771   45.759   45.760  
   -21.6    -0.098   -0.161   -0.047   -0.074   -0.072   -0.018   -0.035   -0.017   -0.023   -0.023   45.753   45.749   45.755   45.751   45.752   45.752   45.757   45.767   45.756   45.754  
   -15.6    -0.068   -0.107   -0.032   -0.055   -0.052   -0.016   -0.027   -0.016   -0.018   -0.019   45.755   45.752   45.754   45.755   45.753   45.758   45.758   45.770   45.757   45.759  
    -9.6    -0.042   -0.067   -0.019   -0.040   -0.033   -0.015   -0.021   -0.015   -0.016   -0.015   45.757   45.755   45.755   45.756   45.756   45.758   45.762   45.770   45.757   45.761  
    -3.7    -0.015   -0.018   -0.007   -0.014   -0.010   -0.013   -0.012   -0.013   -0.013   -0.012   45.753   45.749   45.747   45.752   45.754   45.753   45.753   45.762   45.755   45.751  
     2.3     0.011    0.035    0.006    0.012    0.014   -0.012   -0.003   -0.012   -0.010   -0.009   45.731   45.729   45.730   45.734   45.732   45.746   45.743   45.758   45.746   45.744  
     8.3     0.031    0.095    0.017    0.040    0.033   -0.010    0.006   -0.010   -0.007   -0.006   45.728   45.731   45.727   45.731   45.732   45.746   45.736   45.758   45.747   45.746  
    14.3     0.062    0.146    0.034    0.052    0.051   -0.008    0.016   -0.008   -0.005   -0.004   45.729   45.732   45.730   45.735   45.733   45.746   45.734   45.756   45.747   45.746  
    20.3     0.094    0.178    0.044    0.068    0.064   -0.007    0.023   -0.006   -0.002    0.000   45.730   45.730   45.729   45.732   45.732   45.744   45.735   45.753   45.744   45.740  
    26.2     0.107    0.252    0.048    0.086    0.083   -0.004    0.036   -0.005    0.001    0.004   45.732   45.731   45.731   45.735   45.734   45.743   45.735   45.753   45.741   45.735  
    32.2     0.127    0.289    0.059    0.128    0.104   -0.002    0.054   -0.003    0.004    0.008   45.731   45.732   45.733   45.737   45.735   45.741   45.735   45.754   45.738   45.734  
    38.2     0.185    0.342    0.071    0.158    0.136    0.000    0.061   -0.001    0.008    0.011   45.732   45.732   45.732   45.733   45.734   45.739   45.737   45.751   45.734   45.733  
    44.2     0.197    0.401    0.081    0.169    0.171    0.002    0.056    0.002    0.014    0.019   45.731   45.733   45.731   45.734   45.734   45.737   45.732   45.747   45.731   45.732  
    50.2     0.241    0.441    0.101    0.222    0.190    0.004    0.063    0.004    0.017    0.025   45.731   45.735   45.732   45.733   45.736   45.737   45.734   45.747   45.732   45.733  
    56.1     0.270    0.494    0.121    0.242    0.193    0.008    0.071    0.004    0.023    0.029   45.733   45.738   45.735   45.736   45.738   45.736   45.736   45.748   45.732   45.733  
    62.1     0.262    0.622    0.125    0.261    0.217    0.010    0.113    0.009    0.029    0.032   45.732   45.737   45.732   45.735   45.736   45.737   45.735   45.745   45.731   45.734  
    68.1     0.180    0.669    0.146    0.254    0.236    0.013    0.128    0.011    0.031    0.040   45.731   45.737   45.735   45.736   45.735   45.735   45.737   45.744   45.732   45.736  
    74.1     0.208    0.848    0.153    0.313    0.269    0.015    0.113    0.014    0.036    0.045   45.733   45.737   45.736   45.740   45.738   45.737   45.738   45.744   45.733   45.734  
    80.1     0.234    0.902    0.156    0.331    0.324    0.019    0.134    0.016    0.043    0.048   45.734   45.735   45.734   45.738   45.737   45.735   45.737   45.744   45.731   45.737  
    86.0     0.230    0.967    0.175    0.382    0.354    0.027    0.156    0.017    0.058    0.056   45.731   45.735   45.729   45.733   45.735   45.734   45.734   45.743   45.728   45.735  
    92.0     0.240    0.905    0.185    0.445    0.364    0.037    0.181    0.023    0.057    0.068   45.732   45.741   45.731   45.733   45.736   45.736   45.736   45.741   45.731   45.733  
    98.0     0.286    0.988    0.197    0.447    0.407    0.032    0.226    0.022    0.062    0.092   45.733   45.741   45.731   45.736   45.738   45.736   45.737   45.743   45.729   45.736  
   104.0     0.291    1.156    0.223    0.430    0.405    0.032    0.299    0.029    0.083    0.098   45.735   45.745   45.732   45.736   45.737   45.735   45.737   45.740   45.729   45.735  
   110.0     0.339    1.109    0.245    0.421    0.424    0.035    0.316    0.030    0.094    0.106   45.735   45.745   45.734   45.737   45.737   45.737   45.738   45.745   45.731   45.734  
   115.9     0.363    1.305    0.242    0.463    0.457    0.037    0.326    0.038    0.118    0.117   45.737   45.745   45.734   45.738   45.739   45.737   45.737   45.745   45.732   45.734  
   121.9     0.350    1.293    0.281    0.478    0.497    0.039    0.368    0.036    0.129    0.122   45.737   45.748   45.735   45.739   45.738   45.738   45.737   45.745   45.735   45.733  
   127.9     0.434    1.189    0.312    0.490    0.532    0.051    0.389    0.044    0.118    0.137   45.736   45.743   45.732   45.737   45.733   45.735   45.736   45.743   45.731   45.734  
   133.9     0.365    1.619    0.299    0.535    0.510    0.051    0.457    0.073    0.128    0.133   45.734   45.746   45.735   45.738   45.737   45.736   45.738   45.744   45.731   45.736  
   139.9     0.389    1.659    0.320    0.588    0.534    0.050    0.472    0.075    0.157    0.140   45.733   45.742   45.737   45.740   45.740   45.737   45.738   45.745   45.731   45.737  
   145.8     0.376    1.677    0.344    0.602    0.533    0.050    0.491    0.074    0.177    0.131   45.732   45.742   45.738   45.741   45.741   45.736   45.738   45.744   45.735   45.736  
   151.8     0.399    1.743    0.364    0.646    0.483    0.047    0.526    0.071    0.181    0.165   45.731   45.744   45.738   45.738   45.738   45.737   45.740   45.741   45.735   45.737  
   157.8     0.423    2.069    0.416    0.690    0.530    0.057    0.577    0.073    0.219    0.175   45.733   45.745   45.738   45.739   45.740   45.740   45.739   45.743   45.736   45.738  
   163.8     0.467    2.047    0.404    0.746    0.520    0.059    0.627    0.065    0.242    0.189   45.736   45.747   45.738   45.741   45.740   45.739   45.742   45.742   45.737   45.739  
   169.8     0.465    2.119    0.399    0.689    0.567    0.064    0.641    0.077    0.258    0.205   45.730   45.741   45.732   45.736   45.737   45.730   45.736   45.740   45.731   45.735  
   175.7     0.472    2.374    0.395    0.747    0.579    0.076    0.594    0.087    0.257    0.218   45.732   45.741   45.735   45.736   45.735   45.734   45.737   45.738   45.732   45.733  
   181.7     0.439    2.536    0.410    0.827    0.569    0.086    0.634    0.098    0.252    0.225   45.734   45.744   45.740   45.736   45.737   45.736   45.736   45.739   45.736   45.736  
   187.7     0.505    2.642    0.437    0.786    0.631    0.088    0.678    0.091    0.278    0.245   45.733   45.743   45.742   45.736   45.736   45.736   45.736   45.739   45.738   45.736  
   193.7     0.484    2.662    0.480    0.839    0.655    0.109    0.666    0.124    0.283    0.276   45.736   45.740   45.741   45.738   45.737   45.735   45.737   45.740   45.738   45.739  
   199.7     0.489    2.674    0.497    0.868    0.659    0.206    0.769    0.158    0.299    0.262   45.738   45.741   45.739   45.736   45.737   45.737   45.736   45.742   45.739   45.739  
   205.6     0.505    2.630    0.519    0.909    0.701    0.227    0.793    0.186    0.327    0.293   45.737   45.742   45.740   45.739   45.738   45.739   45.738   45.745   45.737   45.738  
   211.6     0.530    3.083    0.533    0.928    0.726    0.311    0.872    0.200    0.333    0.317   45.736   45.738   45.738   45.739   45.738   45.736   45.735   45.743   45.737   45.736  
   217.6     0.551    3.033    0.568    0.973    0.758    0.350    0.902    0.198    0.369    0.294   45.736   45.738   45.740   45.739   45.736   45.738   45.737   45.742   45.737   45.736  
   223.6     0.585    2.793    0.590    0.899    0.782    0.311    0.956    0.189    0.387    0.311   45.736   45.739   45.739   45.739   45.735   45.740   45.736   45.743   45.737   45.736  
   229.6     0.609    3.084    0.568    0.913    0.808    0.337    1.038    0.214    0.429    0.336   45.739   45.740   45.740   45.742   45.735   45.743   45.736   45.745   45.738   45.737  
   235.5     0.582    3.382    0.594    1.004    0.799    0.404    1.144    0.228    0.469    0.344   45.738   45.742   45.738   45.743   45.736   45.740   45.735   45.743   45.736   45.737  
   241.5     0.582    3.359    0.632    1.082    0.926    0.423    1.276    0.236    0.518    0.431   45.737   45.743   45.738   45.744   45.738   45.737   45.739   45.742   45.737   45.739  
   247.5     0.635    3.932    0.649    1.115    0.944    0.416    1.355    0.300    0.587    0.534   45.741   45.742   45.741   45.742   45.741   45.736   45.739   45.745   45.737   45.740  
   253.5     0.675    3.419    0.674    1.105    1.066    0.537    1.619    0.293    0.604    0.579   45.735   45.738   45.736   45.740   45.738   45.736   45.734   45.742   45.733   45.735  
   259.5     0.649    3.482    0.701    1.171    1.086    0.620    1.818    0.275    0.581    0.456   45.737   45.740   45.737   45.740   45.740   45.736   45.735   45.744   45.735   45.735  
   265.4     0.669    3.318    0.717    1.310    1.095    0.628    1.792    0.317    0.590    0.445   45.734   45.743   45.736   45.740   45.740   45.735   45.736   45.742   45.735   45.736  
   271.4     0.604    3.528    0.719    1.438    1.072    0.756    1.831    0.332    0.607    0.497   45.735   45.742   45.737   45.739   45.740   45.735   45.737   45.742   45.739   45.738  
   277.4     0.621    3.675    0.738    1.346    1.162    0.836    1.905    0.368    0.710    0.515   45.736   45.743   45.736   45.738   45.740   45.733   45.736   45.740   45.744   45.737  
   283.4     0.634    3.701    0.736    1.285    1.221    0.928    1.805    0.384    0.866    0.528   45.738   45.744   45.739   45.741   45.740   45.738   45.738   45.742   45.744   45.737  
   289.4     0.689    3.865    0.785    1.375    1.284    0.833    1.951    0.428    0.820    0.547   45.738   45.743   45.737   45.744   45.743   45.742   45.740   45.744   45.745   45.738  
   295.3     0.714    3.775    0.814    1.453    1.284    1.021    1.808    0.401    0.975    0.614   45.737   45.740   45.738   45.740   45.742   45.743   45.739   45.743   45.745   45.738  
   301.3     0.716    3.642    0.808    1.485    1.290    1.067    1.996    0.326    0.972    0.624   45.736   45.740   45.739   45.741   45.740   45.741   45.737   45.745   45.747   45.738  
   307.3     0.748    4.227    0.807    1.469    1.293    1.141    2.239    0.481    0.861    0.528   45.736   45.744   45.737   45.739   45.740   45.741   45.742   45.746   45.745   45.738  
   313.3     0.790    4.247    0.809    1.417    1.365    1.321    2.154    0.516    0.971    0.508   45.740   45.745   45.739   45.740   45.742   45.740   45.741   45.743   45.749   45.741  
   319.3     0.880    4.179    0.874    1.437    1.546    1.349    2.238    0.575    0.999    0.503   45.739   45.744   45.738   45.740   45.739   45.739   45.740   45.743   45.746   45.741  
   325.2     0.944    4.402    0.982    1.458    1.610    1.092    2.295    0.632    0.995    0.549   45.741   45.747   45.741   45.739   45.739   45.741   45.742   45.742   45.748   45.741  
   331.2     0.884    4.592    0.989    1.575    1.620    1.067    2.411    0.634    0.938    0.741   45.739   45.747   45.742   45.739   45.741   45.742   45.743   45.745   45.748   45.742  
