;I_mag;V_gen;X;Y;R;theta;Points
0;6.0;5.0;1.75984e-05;6.10951e-07;1.76077e-05;1.992;23.0
1;6.0;5.0;1.75984e-05;6.10951e-07;1.76077e-05;1.998;23.0
2;6.0;5.0;1.75984e-05;6.12814e-07;1.76077e-05;1.998;23.0
3;6.0;5.0;1.75984e-05;6.12814e-07;1.76077e-05;1.998;23.0
4;6.0;5.0;1.75984e-05;6.12814e-07;1.76077e-05;1.998;23.0
5;6.0;5.0;1.75984e-05;6.12814e-07;1.76077e-05;1.998;23.0
6;6.0;5.0;1.75984e-05;6.12814e-07;1.76077e-05;1.998;23.0
7;6.0;5.0;1.75984e-05;6.12814e-07;1.76077e-05;1.998;23.0
8;6.0;5.0;1.75984e-05;6.12814e-07;1.76077e-05;1.998;23.0
9;6.0;5.0;1.75984e-05;6.12814e-07;1.76077e-05;1.998;23.0
10;6.0;5.0;1.75984e-05;6.14677e-07;1.76077e-05;1.998;23.0
11;6.0;5.0;1.75984e-05;6.14677e-07;1.76077e-05;1.998;23.0
12;6.0;5.0;1.75984e-05;6.14677e-07;1.76077e-05;1.998;23.0
13;6.0;5.0;1.75965e-05;6.14677e-07;1.76058e-05;1.998;23.0
14;6.0;5.0;1.75965e-05;6.14677e-07;1.76058e-05;1.998;23.0
15;6.0;5.0;1.75965e-05;6.14677e-07;1.76058e-05;1.998;23.0
16;6.0;5.0;1.75965e-05;6.14677e-07;1.76058e-05;1.998;23.0
17;6.0;5.0;1.75965e-05;6.14677e-07;1.76058e-05;2.004;23.0
18;6.0;5.0;1.75965e-05;6.16539e-07;1.76058e-05;2.004;23.0
19;6.0;5.0;1.75947e-05;6.16539e-07;1.76058e-05;2.004;23.0
20;6.0;5.0;1.75947e-05;6.16539e-07;1.76058e-05;2.004;23.0
21;6.0;5.0;1.75947e-05;6.16539e-07;1.76058e-05;2.004;23.0
22;6.0;5.0;1.75947e-05;6.16539e-07;1.7604e-05;2.004;23.0
23;6.0;5.0;1.75928e-05;6.16539e-07;1.7604e-05;2.004;23.0
24;6.0;5.0;1.75928e-05;6.16539e-07;1.7604e-05;2.004;23.0
25;6.0;5.0;1.75928e-05;6.16539e-07;1.7604e-05;2.004;23.0
26;6.0;5.0;1.75928e-05;6.16539e-07;1.7604e-05;2.004;23.0
27;6.0;5.0;1.75928e-05;6.14677e-07;1.7604e-05;2.004;23.0
28;6.0;5.0;1.75928e-05;6.14677e-07;1.7604e-05;2.004;23.0
29;6.0;5.0;1.75928e-05;6.14677e-07;1.7604e-05;2.004;23.0
30;6.0;5.0;1.75909e-05;6.14677e-07;1.76021e-05;2.004;23.0
31;6.0;5.0;1.75909e-05;6.14677e-07;1.76021e-05;2.004;23.0
32;6.0;5.0;1.75909e-05;6.14677e-07;1.76021e-05;2.004;23.0
33;6.0;5.0;1.75909e-05;6.14677e-07;1.76021e-05;2.004;23.0
34;6.0;5.0;1.75909e-05;6.14677e-07;1.76021e-05;2.004;23.0
35;6.0;5.0;1.75909e-05;6.14677e-07;1.76021e-05;2.004;23.0
