;I_mag;V_gen;X;Y;R;theta;Points
0;4.0;5.0;1.75909e-05;6.20264e-07;1.76021e-05;2.022;23.0
1;4.0;5.0;1.75909e-05;6.20264e-07;1.76021e-05;2.022;23.0
2;4.0;5.0;1.75909e-05;6.20264e-07;1.76021e-05;2.028;23.0
3;4.0;5.0;1.75909e-05;6.22127e-07;1.76021e-05;2.028;23.0
4;4.0;5.0;1.75909e-05;6.2399e-07;1.76021e-05;2.034;23.0
5;4.0;5.0;1.75909e-05;6.2399e-07;1.76021e-05;2.04;23.0
6;4.0;5.0;1.75909e-05;6.25852e-07;1.76021e-05;2.04;23.0
7;4.0;5.0;1.75909e-05;6.25852e-07;1.76021e-05;2.046;23.0
8;4.0;5.0;1.75909e-05;6.27715e-07;1.76021e-05;2.046;23.0
9;4.0;5.0;1.75909e-05;6.29578e-07;1.76021e-05;2.052;23.0
10;4.0;5.0;1.75909e-05;6.29578e-07;1.76021e-05;2.058;23.0
11;4.0;5.0;1.75909e-05;6.3144e-07;1.76021e-05;2.058;23.0
12;4.0;5.0;1.75909e-05;6.3144e-07;1.76021e-05;2.064;23.0
13;4.0;5.0;1.75909e-05;6.33303e-07;1.76021e-05;2.064;23.0
14;4.0;5.0;1.75909e-05;6.33303e-07;1.76021e-05;2.07;23.0
15;4.0;5.0;1.75909e-05;6.33303e-07;1.76021e-05;2.07;23.0
16;4.0;5.0;1.75909e-05;6.35166e-07;1.76021e-05;2.07;23.0
17;4.0;5.0;1.75909e-05;6.35166e-07;1.76021e-05;2.076;23.0
18;4.0;5.0;1.75909e-05;6.37028e-07;1.76021e-05;2.076;23.0
19;4.0;5.0;1.75909e-05;6.38891e-07;1.76021e-05;2.082;23.0
20;4.0;5.0;1.75909e-05;6.38891e-07;1.76021e-05;2.082;23.0
21;4.0;5.0;1.75909e-05;6.40754e-07;1.76021e-05;2.088;23.0
22;4.0;5.0;1.75909e-05;6.40754e-07;1.76021e-05;2.088;23.0
23;4.0;5.0;1.75909e-05;6.42616e-07;1.76021e-05;2.094;23.0
24;4.0;5.0;1.75909e-05;6.42616e-07;1.76021e-05;2.094;23.0
25;4.0;5.0;1.75909e-05;6.44479e-07;1.76021e-05;2.1;23.0
26;4.0;5.0;1.75909e-05;6.44479e-07;1.76021e-05;2.1;23.0
27;4.0;5.0;1.75909e-05;6.46342e-07;1.76021e-05;2.106;23.0
28;4.0;5.0;1.75909e-05;6.46342e-07;1.76021e-05;2.106;23.0
29;4.0;5.0;1.75909e-05;6.48204e-07;1.76021e-05;2.112;23.0
30;4.0;5.0;1.75909e-05;6.48204e-07;1.7604e-05;2.112;23.0
31;4.0;5.0;1.75909e-05;6.48204e-07;1.7604e-05;2.118;23.0
32;4.0;5.0;1.75909e-05;6.48204e-07;1.7604e-05;2.118;23.0
33;4.0;5.0;1.75909e-05;6.50067e-07;1.7604e-05;2.118;23.0
34;4.0;5.0;1.75909e-05;6.50067e-07;1.7604e-05;2.118;23.0
35;4.0;5.0;1.75909e-05;6.50067e-07;1.7604e-05;2.118;23.0
