;I_mag;V_gen;X;Y;R;theta;Points
0;-5.0;5.0;1.77548e-05;5.886e-07;1.77642e-05;1.902;23.0
1;-5.0;5.0;1.77548e-05;5.886e-07;1.77642e-05;1.902;23.0
2;-5.0;5.0;1.77548e-05;5.886e-07;1.77642e-05;1.902;23.0
3;-5.0;5.0;1.77548e-05;5.886e-07;1.77642e-05;1.902;23.0
4;-5.0;5.0;1.77548e-05;5.886e-07;1.77642e-05;1.902;23.0
5;-5.0;5.0;1.77548e-05;5.886e-07;1.77642e-05;1.902;23.0
6;-5.0;5.0;1.77548e-05;5.886e-07;1.77642e-05;1.902;23.0
7;-5.0;5.0;1.77548e-05;5.90462e-07;1.77642e-05;1.908;23.0
8;-5.0;5.0;1.7753e-05;5.90462e-07;1.77642e-05;1.908;23.0
9;-5.0;5.0;1.7753e-05;5.90462e-07;1.77642e-05;1.908;23.0
10;-5.0;5.0;1.7753e-05;5.90462e-07;1.77642e-05;1.908;23.0
11;-5.0;5.0;1.7753e-05;5.92325e-07;1.77642e-05;1.914;23.0
12;-5.0;5.0;1.7753e-05;5.92325e-07;1.77642e-05;1.914;23.0
13;-5.0;5.0;1.7753e-05;5.92325e-07;1.77642e-05;1.914;23.0
14;-5.0;5.0;1.7753e-05;5.92325e-07;1.77642e-05;1.914;23.0
15;-5.0;5.0;1.7753e-05;5.92325e-07;1.77642e-05;1.914;23.0
16;-5.0;5.0;1.7753e-05;5.92325e-07;1.77642e-05;1.914;23.0
17;-5.0;5.0;1.7753e-05;5.92325e-07;1.77623e-05;1.92;23.0
18;-5.0;5.0;1.77511e-05;5.94187e-07;1.77623e-05;1.92;23.0
19;-5.0;5.0;1.77511e-05;5.94187e-07;1.77623e-05;1.92;23.0
20;-5.0;5.0;1.77511e-05;5.94187e-07;1.77623e-05;1.92;23.0
21;-5.0;5.0;1.77511e-05;5.94187e-07;1.77604e-05;1.92;23.0
22;-5.0;5.0;1.77493e-05;5.9605e-07;1.77604e-05;1.926;23.0
23;-5.0;5.0;1.77493e-05;5.9605e-07;1.77604e-05;1.926;23.0
24;-5.0;5.0;1.77493e-05;5.9605e-07;1.77604e-05;1.926;23.0
25;-5.0;5.0;1.77493e-05;5.9605e-07;1.77604e-05;1.932;23.0
26;-5.0;5.0;1.77493e-05;5.97913e-07;1.77604e-05;1.932;23.0
27;-5.0;5.0;1.77493e-05;5.97913e-07;1.77586e-05;1.932;23.0
28;-5.0;5.0;1.77493e-05;5.97913e-07;1.77586e-05;1.932;23.0
29;-5.0;5.0;1.77493e-05;5.97913e-07;1.77586e-05;1.932;23.0
30;-5.0;5.0;1.77493e-05;5.97913e-07;1.77567e-05;1.932;23.0
31;-5.0;5.0;1.77474e-05;5.97913e-07;1.77567e-05;1.932;23.0
32;-5.0;5.0;1.77474e-05;5.97913e-07;1.77567e-05;1.932;23.0
33;-5.0;5.0;1.77455e-05;5.97913e-07;1.77548e-05;1.938;23.0
34;-5.0;5.0;1.77455e-05;5.99775e-07;1.77548e-05;1.938;23.0
35;-5.0;5.0;1.77437e-05;5.99775e-07;1.7753e-05;1.938;23.0
36;-5.0;5.0;1.77437e-05;5.99775e-07;1.7753e-05;1.938;23.0
