;I_mag;V_gen;X;Y;R;theta;Points
0;11.0;5.0;1.75872e-05;6.09089e-07;1.75965e-05;1.986;23.0
1;11.0;5.0;1.75872e-05;6.09089e-07;1.75965e-05;1.98;23.0
2;11.0;5.0;1.75891e-05;6.09089e-07;1.75984e-05;1.98;23.0
3;11.0;5.0;1.75891e-05;6.09089e-07;1.75984e-05;1.98;23.0
4;11.0;5.0;1.75891e-05;6.09089e-07;1.75984e-05;1.98;23.0
5;11.0;5.0;1.75891e-05;6.09089e-07;1.75984e-05;1.98;23.0
6;11.0;5.0;1.75891e-05;6.09089e-07;1.75984e-05;1.986;23.0
7;11.0;5.0;1.75891e-05;6.07226e-07;1.76003e-05;1.986;23.0
8;11.0;5.0;1.75909e-05;6.07226e-07;1.76003e-05;1.986;23.0
9;11.0;5.0;1.75909e-05;6.07226e-07;1.76003e-05;1.986;23.0
10;11.0;5.0;1.75909e-05;6.07226e-07;1.76003e-05;1.986;23.0
11;11.0;5.0;1.75909e-05;6.07226e-07;1.76003e-05;1.986;23.0
12;11.0;5.0;1.75909e-05;6.07226e-07;1.76003e-05;1.986;23.0
13;11.0;5.0;1.75909e-05;6.07226e-07;1.76003e-05;1.986;23.0
14;11.0;5.0;1.75909e-05;6.07226e-07;1.76003e-05;1.986;23.0
15;11.0;5.0;1.75909e-05;6.07226e-07;1.76021e-05;1.986;23.0
16;11.0;5.0;1.75909e-05;6.07226e-07;1.76021e-05;1.98;23.0
17;11.0;5.0;1.75909e-05;6.09089e-07;1.76003e-05;1.98;23.0
18;11.0;5.0;1.75909e-05;6.09089e-07;1.76003e-05;1.98;23.0
19;11.0;5.0;1.75909e-05;6.09089e-07;1.76003e-05;1.98;23.0
20;11.0;5.0;1.75909e-05;6.09089e-07;1.76003e-05;1.98;23.0
21;11.0;5.0;1.75909e-05;6.09089e-07;1.76003e-05;1.98;23.0
22;11.0;5.0;1.75909e-05;6.09089e-07;1.76003e-05;1.98;23.0
23;11.0;5.0;1.75909e-05;6.09089e-07;1.76003e-05;1.98;23.0
24;11.0;5.0;1.75909e-05;6.09089e-07;1.76003e-05;1.986;23.0
25;11.0;5.0;1.75909e-05;6.07226e-07;1.76003e-05;1.986;23.0
26;11.0;5.0;1.75909e-05;6.07226e-07;1.76003e-05;1.986;23.0
27;11.0;5.0;1.75909e-05;6.07226e-07;1.76003e-05;1.986;23.0
28;11.0;5.0;1.75909e-05;6.09089e-07;1.76003e-05;1.986;23.0
29;11.0;5.0;1.75909e-05;6.09089e-07;1.76003e-05;1.986;23.0
30;11.0;5.0;1.75891e-05;6.09089e-07;1.75984e-05;1.986;23.0
31;11.0;5.0;1.75891e-05;6.09089e-07;1.75984e-05;1.986;23.0
32;11.0;5.0;1.75891e-05;6.09089e-07;1.75984e-05;1.986;23.0
33;11.0;5.0;1.75891e-05;6.09089e-07;1.75984e-05;1.986;23.0
34;11.0;5.0;1.75891e-05;6.09089e-07;1.75984e-05;1.986;23.0
35;11.0;5.0;1.75872e-05;6.09089e-07;1.75965e-05;1.986;23.0
