;I_mag;V_gen;X;Y;R;theta;Points
0;-7.0;5.0;1.77977e-05;5.81149e-07;1.78089e-05;1.872;23.0
1;-7.0;5.0;1.77977e-05;5.81149e-07;1.78089e-05;1.872;23.0
2;-7.0;5.0;1.77977e-05;5.81149e-07;1.78089e-05;1.872;23.0
3;-7.0;5.0;1.77977e-05;5.81149e-07;1.78089e-05;1.872;23.0
4;-7.0;5.0;1.77996e-05;5.81149e-07;1.78107e-05;1.872;23.0
5;-7.0;5.0;1.77996e-05;5.81149e-07;1.78107e-05;1.872;23.0
6;-7.0;5.0;1.77996e-05;5.81149e-07;1.78107e-05;1.872;23.0
7;-7.0;5.0;1.77996e-05;5.81149e-07;1.78107e-05;1.872;23.0
8;-7.0;5.0;1.77996e-05;5.81149e-07;1.78107e-05;1.872;23.0
9;-7.0;5.0;1.77996e-05;5.81149e-07;1.78107e-05;1.872;23.0
10;-7.0;5.0;1.77996e-05;5.81149e-07;1.78107e-05;1.872;23.0
11;-7.0;5.0;1.77996e-05;5.81149e-07;1.78107e-05;1.872;23.0
12;-7.0;5.0;1.78014e-05;5.81149e-07;1.78126e-05;1.872;23.0
13;-7.0;5.0;1.78014e-05;5.81149e-07;1.78126e-05;1.872;23.0
14;-7.0;5.0;1.78014e-05;5.83012e-07;1.78126e-05;1.878;23.0
15;-7.0;5.0;1.78014e-05;5.83012e-07;1.78126e-05;1.878;23.0
16;-7.0;5.0;1.78014e-05;5.83012e-07;1.78126e-05;1.878;23.0
17;-7.0;5.0;1.78014e-05;5.83012e-07;1.78126e-05;1.878;23.0
18;-7.0;5.0;1.78014e-05;5.83012e-07;1.78126e-05;1.878;23.0
19;-7.0;5.0;1.78014e-05;5.83012e-07;1.78126e-05;1.878;23.0
20;-7.0;5.0;1.78033e-05;5.83012e-07;1.78126e-05;1.878;23.0
21;-7.0;5.0;1.78033e-05;5.83012e-07;1.78126e-05;1.878;23.0
22;-7.0;5.0;1.78033e-05;5.83012e-07;1.78126e-05;1.878;23.0
23;-7.0;5.0;1.78033e-05;5.83012e-07;1.78126e-05;1.878;23.0
24;-7.0;5.0;1.78014e-05;5.83012e-07;1.78126e-05;1.884;23.0
25;-7.0;5.0;1.78014e-05;5.84874e-07;1.78126e-05;1.884;23.0
26;-7.0;5.0;1.78014e-05;5.84874e-07;1.78126e-05;1.884;23.0
27;-7.0;5.0;1.78014e-05;5.84874e-07;1.78126e-05;1.884;23.0
28;-7.0;5.0;1.78014e-05;5.84874e-07;1.78126e-05;1.884;23.0
29;-7.0;5.0;1.78014e-05;5.84874e-07;1.78126e-05;1.884;23.0
30;-7.0;5.0;1.78014e-05;5.84874e-07;1.78126e-05;1.884;23.0
31;-7.0;5.0;1.78014e-05;5.84874e-07;1.78126e-05;1.884;23.0
32;-7.0;5.0;1.78014e-05;5.84874e-07;1.78126e-05;1.89;23.0
33;-7.0;5.0;1.78014e-05;5.84874e-07;1.78126e-05;1.89;23.0
34;-7.0;5.0;1.78014e-05;5.84874e-07;1.78126e-05;1.89;23.0
35;-7.0;5.0;1.78014e-05;5.84874e-07;1.78126e-05;1.89;23.0
