;I_mag;V_gen;X;Y;R;theta;Points
0;-8.0;5.0;4.04047e-05;5.84874e-07;4.04085e-05;0.834;12.0
1;-8.0;5.0;4.04047e-05;5.84874e-07;4.04085e-05;0.834;12.0
2;-8.0;5.0;4.04047e-05;5.84874e-07;4.04085e-05;0.834;12.0
3;-8.0;5.0;4.04047e-05;5.84874e-07;4.04085e-05;0.834;12.0
4;-8.0;5.0;4.04047e-05;5.84874e-07;4.04085e-05;0.834;12.0
5;-8.0;5.0;4.04047e-05;5.84874e-07;4.04085e-05;0.834;12.0
6;-8.0;5.0;4.04047e-05;5.886e-07;4.04085e-05;0.834;12.0
7;-8.0;5.0;4.04047e-05;5.886e-07;4.04085e-05;0.834;12.0
8;-8.0;5.0;4.04047e-05;5.886e-07;4.04085e-05;0.834;12.0
9;-8.0;5.0;4.04047e-05;5.886e-07;4.04085e-05;0.834;12.0
10;-8.0;5.0;4.04047e-05;5.886e-07;4.04085e-05;0.834;12.0
11;-8.0;5.0;4.04085e-05;5.886e-07;4.04122e-05;0.834;12.0
12;-8.0;5.0;4.04085e-05;5.886e-07;4.04122e-05;0.834;12.0
13;-8.0;5.0;4.04085e-05;5.886e-07;4.04122e-05;0.84;12.0
14;-8.0;5.0;4.04085e-05;5.92325e-07;4.04122e-05;0.84;12.0
15;-8.0;5.0;4.04085e-05;5.92325e-07;4.04122e-05;0.84;12.0
16;-8.0;5.0;4.04085e-05;5.92325e-07;4.04122e-05;0.84;12.0
17;-8.0;5.0;4.04085e-05;5.92325e-07;4.04159e-05;0.84;12.0
18;-8.0;5.0;4.04122e-05;5.9605e-07;4.04159e-05;0.846;12.0
19;-8.0;5.0;4.04122e-05;5.9605e-07;4.04159e-05;0.846;12.0
20;-8.0;5.0;4.04122e-05;5.9605e-07;4.04159e-05;0.846;12.0
21;-8.0;5.0;4.04122e-05;5.9605e-07;4.04159e-05;0.846;12.0
22;-8.0;5.0;4.04122e-05;5.9605e-07;4.04159e-05;0.846;12.0
23;-8.0;5.0;4.04122e-05;5.9605e-07;4.04196e-05;0.852;12.0
24;-8.0;5.0;4.04159e-05;5.99775e-07;4.04196e-05;0.852;12.0
25;-8.0;5.0;4.04159e-05;5.99775e-07;4.04196e-05;0.852;12.0
26;-8.0;5.0;4.04159e-05;5.99775e-07;4.04196e-05;0.858;12.0
27;-8.0;5.0;4.04159e-05;5.99775e-07;4.04196e-05;0.858;12.0
28;-8.0;5.0;4.04196e-05;5.99775e-07;4.04234e-05;0.858;12.0
29;-8.0;5.0;4.04196e-05;5.99775e-07;4.04234e-05;0.858;12.0
30;-8.0;5.0;4.04196e-05;6.03501e-07;4.04234e-05;0.858;12.0
31;-8.0;5.0;4.04234e-05;6.03501e-07;4.04271e-05;0.858;12.0
32;-8.0;5.0;4.04234e-05;6.03501e-07;4.04271e-05;0.858;12.0
33;-8.0;5.0;4.04234e-05;6.07226e-07;4.04271e-05;0.864;12.0
34;-8.0;5.0;4.04271e-05;6.07226e-07;4.04308e-05;0.864;12.0
35;-8.0;5.0;4.04271e-05;6.07226e-07;4.04308e-05;0.864;12.0
36;-8.0;5.0;4.04308e-05;6.10951e-07;4.04345e-05;0.87;12.0
37;-8.0;5.0;4.04308e-05;6.10951e-07;4.04345e-05;0.87;12.0
38;-8.0;5.0;4.04308e-05;6.10951e-07;4.04383e-05;0.87;12.0
39;-8.0;5.0;4.04345e-05;6.10951e-07;4.04383e-05;0.876;12.0
40;-8.0;5.0;4.04345e-05;6.14677e-07;4.04383e-05;0.876;12.0
41;-8.0;5.0;4.04383e-05;6.14677e-07;4.04383e-05;0.876;12.0
42;-8.0;5.0;4.04383e-05;6.14677e-07;4.04383e-05;0.876;12.0
43;-8.0;5.0;4.04383e-05;6.18402e-07;4.0442e-05;0.876;12.0
44;-8.0;5.0;4.04383e-05;6.18402e-07;4.0442e-05;0.876;12.0
45;-8.0;5.0;4.04383e-05;6.18402e-07;4.0442e-05;0.876;12.0
46;-8.0;5.0;4.0442e-05;6.22127e-07;4.04457e-05;0.882;12.0
47;-8.0;5.0;4.0442e-05;6.22127e-07;4.04457e-05;0.882;12.0
48;-8.0;5.0;4.0442e-05;6.22127e-07;4.04494e-05;0.882;12.0
49;-8.0;5.0;4.04457e-05;6.25852e-07;4.04494e-05;0.888;12.0
50;-8.0;5.0;4.04457e-05;6.25852e-07;4.04494e-05;0.888;12.0
51;-8.0;5.0;4.04494e-05;6.25852e-07;4.04532e-05;0.888;12.0
52;-8.0;5.0;4.04494e-05;6.25852e-07;4.04532e-05;0.894;12.0
53;-8.0;5.0;4.04494e-05;6.29578e-07;4.04532e-05;0.894;12.0
54;-8.0;5.0;4.04532e-05;6.29578e-07;4.04569e-05;0.894;12.0
55;-8.0;5.0;4.04532e-05;6.29578e-07;4.04569e-05;0.894;12.0
56;-8.0;5.0;4.04532e-05;6.29578e-07;4.04569e-05;0.894;12.0
57;-8.0;5.0;4.04569e-05;6.29578e-07;4.04606e-05;0.894;12.0
58;-8.0;5.0;4.04569e-05;6.29578e-07;4.04606e-05;0.894;12.0
59;-8.0;5.0;4.04569e-05;6.29578e-07;4.04606e-05;0.894;12.0
60;-8.0;5.0;4.04569e-05;6.29578e-07;4.04643e-05;0.894;12.0
61;-8.0;5.0;4.04606e-05;6.29578e-07;4.04643e-05;0.894;12.0
62;-8.0;5.0;4.04606e-05;6.29578e-07;4.04643e-05;0.894;12.0
63;-8.0;5.0;4.04606e-05;6.29578e-07;4.04681e-05;0.894;12.0
64;-8.0;5.0;4.04643e-05;6.29578e-07;4.04681e-05;0.894;12.0
65;-8.0;5.0;4.04643e-05;6.29578e-07;4.04681e-05;0.894;12.0
66;-8.0;5.0;4.04643e-05;6.29578e-07;4.04681e-05;0.894;12.0
67;-8.0;5.0;4.04681e-05;6.29578e-07;4.04681e-05;0.894;12.0
68;-8.0;5.0;4.04681e-05;6.29578e-07;4.04681e-05;0.894;12.0
69;-8.0;5.0;4.04681e-05;6.29578e-07;4.04681e-05;0.894;12.0
70;-8.0;5.0;4.04681e-05;6.29578e-07;4.04718e-05;0.888;12.0
71;-8.0;5.0;4.04681e-05;6.25852e-07;4.04718e-05;0.888;12.0
72;-8.0;5.0;4.04681e-05;6.25852e-07;4.04718e-05;0.888;12.0
73;-8.0;5.0;4.04681e-05;6.25852e-07;4.04718e-05;0.888;12.0
74;-8.0;5.0;4.04681e-05;6.25852e-07;4.04755e-05;0.888;12.0
75;-8.0;5.0;4.04718e-05;6.25852e-07;4.04755e-05;0.888;12.0
76;-8.0;5.0;4.04718e-05;6.25852e-07;4.04755e-05;0.888;12.0
77;-8.0;5.0;4.04718e-05;6.22127e-07;4.04755e-05;0.882;12.0
78;-8.0;5.0;4.04718e-05;6.22127e-07;4.04755e-05;0.882;12.0
79;-8.0;5.0;4.04718e-05;6.22127e-07;4.04792e-05;0.882;12.0
80;-8.0;5.0;4.04755e-05;6.22127e-07;4.04792e-05;0.882;12.0
81;-8.0;5.0;4.04755e-05;6.22127e-07;4.04792e-05;0.876;12.0
82;-8.0;5.0;4.04755e-05;6.18402e-07;4.04792e-05;0.876;12.0
83;-8.0;5.0;4.04755e-05;6.18402e-07;4.04792e-05;0.876;12.0
84;-8.0;5.0;4.04755e-05;6.18402e-07;4.04792e-05;0.876;12.0
85;-8.0;5.0;4.04755e-05;6.18402e-07;4.04792e-05;0.876;12.0
86;-8.0;5.0;4.04755e-05;6.14677e-07;4.04792e-05;0.87;12.0
87;-8.0;5.0;4.04755e-05;6.14677e-07;4.04792e-05;0.87;12.0
88;-8.0;5.0;4.04755e-05;6.14677e-07;4.04792e-05;0.87;12.0
89;-8.0;5.0;4.04755e-05;6.14677e-07;4.04792e-05;0.87;12.0
