;I_mag;V_gen;X;Y;R;theta;Points
0;-15.0;5.0;3.70073e-05;5.69973e-07;3.7011e-05;0.888;12.0
1;-15.0;5.0;3.70073e-05;5.69973e-07;3.7011e-05;0.888;12.0
2;-15.0;5.0;3.70073e-05;5.69973e-07;3.7011e-05;0.888;12.0
3;-15.0;5.0;3.70073e-05;5.69973e-07;3.7011e-05;0.888;12.0
4;-15.0;5.0;3.70073e-05;5.69973e-07;3.7011e-05;0.888;12.0
5;-15.0;5.0;3.70073e-05;5.69973e-07;3.7011e-05;0.888;12.0
6;-15.0;5.0;3.70073e-05;5.69973e-07;3.7011e-05;0.888;12.0
7;-15.0;5.0;3.70073e-05;5.69973e-07;3.7011e-05;0.888;12.0
8;-15.0;5.0;3.70073e-05;5.73698e-07;3.7011e-05;0.894;12.0
9;-15.0;5.0;3.70073e-05;5.73698e-07;3.7011e-05;0.894;12.0
10;-15.0;5.0;3.70073e-05;5.73698e-07;3.7011e-05;0.894;12.0
11;-15.0;5.0;3.70073e-05;5.73698e-07;3.7011e-05;0.894;12.0
12;-15.0;5.0;3.7011e-05;5.73698e-07;3.70147e-05;0.894;12.0
13;-15.0;5.0;3.7011e-05;5.73698e-07;3.70147e-05;0.894;12.0
14;-15.0;5.0;3.7011e-05;5.73698e-07;3.70147e-05;0.894;12.0
15;-15.0;5.0;3.7011e-05;5.73698e-07;3.70147e-05;0.894;12.0
16;-15.0;5.0;3.7011e-05;5.73698e-07;3.70147e-05;0.894;12.0
17;-15.0;5.0;3.70147e-05;5.73698e-07;3.70184e-05;0.894;12.0
18;-15.0;5.0;3.70147e-05;5.73698e-07;3.70184e-05;0.894;12.0
19;-15.0;5.0;3.70147e-05;5.73698e-07;3.70184e-05;0.894;12.0
20;-15.0;5.0;3.70147e-05;5.73698e-07;3.70184e-05;0.894;12.0
21;-15.0;5.0;3.70147e-05;5.73698e-07;3.70184e-05;0.894;12.0
22;-15.0;5.0;3.70184e-05;5.73698e-07;3.70184e-05;0.894;12.0
23;-15.0;5.0;3.70184e-05;5.73698e-07;3.70184e-05;0.894;12.0
24;-15.0;5.0;3.70184e-05;5.73698e-07;3.70184e-05;0.894;12.0
25;-15.0;5.0;3.70184e-05;5.73698e-07;3.70222e-05;0.894;12.0
26;-15.0;5.0;3.70184e-05;5.73698e-07;3.70222e-05;0.894;12.0
27;-15.0;5.0;3.70184e-05;5.73698e-07;3.70222e-05;0.894;12.0
28;-15.0;5.0;3.70184e-05;5.73698e-07;3.70259e-05;0.894;12.0
29;-15.0;5.0;3.70222e-05;5.73698e-07;3.70259e-05;0.894;12.0
30;-15.0;5.0;3.70222e-05;5.73698e-07;3.70259e-05;0.894;12.0
31;-15.0;5.0;3.70259e-05;5.73698e-07;3.70296e-05;0.894;12.0
32;-15.0;5.0;3.70259e-05;5.73698e-07;3.70296e-05;0.894;12.0
33;-15.0;5.0;3.70259e-05;5.73698e-07;3.70333e-05;0.894;12.0
34;-15.0;5.0;3.70296e-05;5.73698e-07;3.70333e-05;0.894;12.0
35;-15.0;5.0;3.70296e-05;5.73698e-07;3.70371e-05;0.894;12.0
36;-15.0;5.0;3.70333e-05;5.73698e-07;3.70371e-05;0.894;12.0
37;-15.0;5.0;3.70333e-05;5.73698e-07;3.70371e-05;0.894;12.0
38;-15.0;5.0;3.70371e-05;5.73698e-07;3.70408e-05;0.894;12.0
39;-15.0;5.0;3.70371e-05;5.73698e-07;3.70408e-05;0.9;12.0
40;-15.0;5.0;3.70408e-05;5.77424e-07;3.70445e-05;0.9;12.0
41;-15.0;5.0;3.70408e-05;5.77424e-07;3.70445e-05;0.9;12.0
42;-15.0;5.0;3.70445e-05;5.77424e-07;3.70482e-05;0.9;12.0
43;-15.0;5.0;3.70445e-05;5.77424e-07;3.70482e-05;0.9;12.0
44;-15.0;5.0;3.70482e-05;5.77424e-07;3.70482e-05;0.9;12.0
45;-15.0;5.0;3.70482e-05;5.77424e-07;3.70482e-05;0.9;12.0
46;-15.0;5.0;3.70482e-05;5.77424e-07;3.7052e-05;0.9;12.0
47;-15.0;5.0;3.70482e-05;5.77424e-07;3.7052e-05;0.9;12.0
48;-15.0;5.0;3.7052e-05;5.81149e-07;3.70557e-05;0.9;12.0
49;-15.0;5.0;3.7052e-05;5.81149e-07;3.70557e-05;0.9;12.0
50;-15.0;5.0;3.70557e-05;5.81149e-07;3.70594e-05;0.9;12.0
51;-15.0;5.0;3.70557e-05;5.84874e-07;3.70594e-05;0.906;12.0
52;-15.0;5.0;3.70557e-05;5.84874e-07;3.70631e-05;0.906;12.0
53;-15.0;5.0;3.70594e-05;5.84874e-07;3.70631e-05;0.906;12.0
54;-15.0;5.0;3.70594e-05;5.886e-07;3.70669e-05;0.912;12.0
55;-15.0;5.0;3.70631e-05;5.886e-07;3.70669e-05;0.912;12.0
56;-15.0;5.0;3.70631e-05;5.886e-07;3.70669e-05;0.918;12.0
57;-15.0;5.0;3.70669e-05;5.92325e-07;3.70706e-05;0.918;12.0
