;I_mag;V_gen;X;Y;R;theta;Points
0;-3.0;5.0;4.0062e-05;6.29578e-07;4.00657e-05;0.9;12.0
1;-3.0;5.0;4.0062e-05;6.33303e-07;4.00732e-05;0.906;12.0
2;-3.0;5.0;4.00657e-05;6.33303e-07;4.00732e-05;0.906;12.0
3;-3.0;5.0;4.00657e-05;6.33303e-07;4.00732e-05;0.906;12.0
4;-3.0;5.0;4.00657e-05;6.33303e-07;4.00732e-05;0.906;12.0
5;-3.0;5.0;4.00657e-05;6.33303e-07;4.00732e-05;0.906;12.0
6;-3.0;5.0;4.00695e-05;6.33303e-07;4.00769e-05;0.906;12.0
7;-3.0;5.0;4.00695e-05;6.33303e-07;4.00769e-05;0.906;12.0
8;-3.0;5.0;4.00695e-05;6.33303e-07;4.00769e-05;0.912;12.0
9;-3.0;5.0;4.00695e-05;6.33303e-07;4.00769e-05;0.912;12.0
10;-3.0;5.0;4.00695e-05;6.33303e-07;4.00769e-05;0.912;12.0
11;-3.0;5.0;4.00732e-05;6.33303e-07;4.00806e-05;0.912;12.0
12;-3.0;5.0;4.00732e-05;6.33303e-07;4.00806e-05;0.912;12.0
13;-3.0;5.0;4.00732e-05;6.33303e-07;4.00806e-05;0.912;12.0
14;-3.0;5.0;4.00732e-05;6.33303e-07;4.00806e-05;0.912;12.0
15;-3.0;5.0;4.00732e-05;6.33303e-07;4.00806e-05;0.912;12.0
16;-3.0;5.0;4.00732e-05;6.33303e-07;4.00844e-05;0.912;12.0
17;-3.0;5.0;4.00769e-05;6.33303e-07;4.00844e-05;0.912;12.0
18;-3.0;5.0;4.00769e-05;6.33303e-07;4.00844e-05;0.912;12.0
19;-3.0;5.0;4.00769e-05;6.33303e-07;4.00844e-05;0.912;12.0
20;-3.0;5.0;4.00769e-05;6.37028e-07;4.00881e-05;0.912;12.0
21;-3.0;5.0;4.00806e-05;6.37028e-07;4.00881e-05;0.912;12.0
22;-3.0;5.0;4.00806e-05;6.37028e-07;4.00881e-05;0.912;12.0
23;-3.0;5.0;4.00806e-05;6.37028e-07;4.00881e-05;0.912;12.0
24;-3.0;5.0;4.00806e-05;6.37028e-07;4.00881e-05;0.918;12.0
25;-3.0;5.0;4.00806e-05;6.40754e-07;4.00881e-05;0.918;12.0
26;-3.0;5.0;4.00844e-05;6.40754e-07;4.00881e-05;0.918;12.0
27;-3.0;5.0;4.00844e-05;6.40754e-07;4.00881e-05;0.918;12.0
28;-3.0;5.0;4.00844e-05;6.40754e-07;4.00881e-05;0.918;12.0
29;-3.0;5.0;4.00844e-05;6.40754e-07;4.00881e-05;0.918;12.0
30;-3.0;5.0;4.00881e-05;6.44479e-07;4.00918e-05;0.924;12.0
31;-3.0;5.0;4.00881e-05;6.44479e-07;4.00918e-05;0.924;12.0
32;-3.0;5.0;4.00881e-05;6.44479e-07;4.00918e-05;0.924;12.0
33;-3.0;5.0;4.00881e-05;6.44479e-07;4.00918e-05;0.924;12.0
34;-3.0;5.0;4.00881e-05;6.44479e-07;4.00918e-05;0.924;12.0
35;-3.0;5.0;4.00881e-05;6.44479e-07;4.00918e-05;0.93;12.0
36;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
37;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
38;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
39;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
40;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
41;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
42;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
43;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
44;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
45;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
46;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
47;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
48;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
49;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
50;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
51;-3.0;5.0;4.00881e-05;6.48204e-07;4.00918e-05;0.93;12.0
52;-3.0;5.0;4.00844e-05;6.48204e-07;4.00881e-05;0.93;12.0
53;-3.0;5.0;4.00844e-05;6.48204e-07;4.00881e-05;0.93;12.0
54;-3.0;5.0;4.00844e-05;6.48204e-07;4.00881e-05;0.93;12.0
55;-3.0;5.0;4.00844e-05;6.48204e-07;4.00881e-05;0.93;12.0
56;-3.0;5.0;4.00844e-05;6.48204e-07;4.00881e-05;0.93;12.0
57;-3.0;5.0;4.00844e-05;6.48204e-07;4.00881e-05;0.93;12.0
