;I_mag;V_gen;X;Y;R;theta;Points
0;-7.0;5.0;4.03265e-05;5.99775e-07;4.03302e-05;0.852;12.0
1;-7.0;5.0;4.03265e-05;5.99775e-07;4.03302e-05;0.846;12.0
2;-7.0;5.0;4.03265e-05;5.9605e-07;4.03302e-05;0.846;12.0
3;-7.0;5.0;4.03265e-05;5.9605e-07;4.03302e-05;0.846;12.0
4;-7.0;5.0;4.03265e-05;5.9605e-07;4.03302e-05;0.846;12.0
5;-7.0;5.0;4.03228e-05;5.9605e-07;4.03265e-05;0.846;12.0
6;-7.0;5.0;4.03228e-05;5.9605e-07;4.03265e-05;0.846;12.0
7;-7.0;5.0;4.03228e-05;5.9605e-07;4.03265e-05;0.846;12.0
8;-7.0;5.0;4.03228e-05;5.9605e-07;4.03265e-05;0.846;12.0
9;-7.0;5.0;4.03228e-05;5.9605e-07;4.03265e-05;0.846;12.0
10;-7.0;5.0;4.03228e-05;5.9605e-07;4.03265e-05;0.846;12.0
11;-7.0;5.0;4.03228e-05;5.9605e-07;4.03265e-05;0.846;12.0
12;-7.0;5.0;4.0319e-05;5.92325e-07;4.03228e-05;0.846;12.0
13;-7.0;5.0;4.0319e-05;5.92325e-07;4.03228e-05;0.846;12.0
14;-7.0;5.0;4.0319e-05;5.9605e-07;4.03228e-05;0.846;12.0
15;-7.0;5.0;4.0319e-05;5.9605e-07;4.03228e-05;0.846;12.0
16;-7.0;5.0;4.0319e-05;5.9605e-07;4.03228e-05;0.846;12.0
17;-7.0;5.0;4.0319e-05;5.9605e-07;4.03228e-05;0.846;12.0
18;-7.0;5.0;4.0319e-05;5.9605e-07;4.03228e-05;0.846;12.0
19;-7.0;5.0;4.0319e-05;5.9605e-07;4.03228e-05;0.846;12.0
20;-7.0;5.0;4.0319e-05;5.9605e-07;4.03228e-05;0.846;12.0
21;-7.0;5.0;4.0319e-05;5.9605e-07;4.03228e-05;0.846;12.0
22;-7.0;5.0;4.03153e-05;5.9605e-07;4.0319e-05;0.846;12.0
23;-7.0;5.0;4.03153e-05;5.9605e-07;4.0319e-05;0.846;12.0
24;-7.0;5.0;4.03153e-05;5.9605e-07;4.0319e-05;0.846;12.0
25;-7.0;5.0;4.03153e-05;5.9605e-07;4.0319e-05;0.846;12.0
26;-7.0;5.0;4.03153e-05;5.9605e-07;4.0319e-05;0.846;12.0
27;-7.0;5.0;4.03153e-05;5.9605e-07;4.0319e-05;0.846;12.0
28;-7.0;5.0;4.03153e-05;5.9605e-07;4.0319e-05;0.846;12.0
29;-7.0;5.0;4.03153e-05;5.92325e-07;4.0319e-05;0.846;12.0
30;-7.0;5.0;4.03153e-05;5.92325e-07;4.0319e-05;0.846;12.0
31;-7.0;5.0;4.03116e-05;5.92325e-07;4.03153e-05;0.846;12.0
32;-7.0;5.0;4.03116e-05;5.92325e-07;4.03153e-05;0.846;12.0
33;-7.0;5.0;4.03116e-05;5.92325e-07;4.03153e-05;0.846;12.0
34;-7.0;5.0;4.03116e-05;5.92325e-07;4.03153e-05;0.846;12.0
35;-7.0;5.0;4.03116e-05;5.92325e-07;4.03153e-05;0.846;12.0
36;-7.0;5.0;4.03116e-05;5.92325e-07;4.03153e-05;0.846;12.0
37;-7.0;5.0;4.03116e-05;5.92325e-07;4.03153e-05;0.846;12.0
38;-7.0;5.0;4.03116e-05;5.92325e-07;4.03153e-05;0.846;12.0
39;-7.0;5.0;4.03153e-05;5.92325e-07;4.0319e-05;0.846;12.0
40;-7.0;5.0;4.03153e-05;5.92325e-07;4.0319e-05;0.846;12.0
41;-7.0;5.0;4.03153e-05;5.92325e-07;4.0319e-05;0.846;12.0
42;-7.0;5.0;4.03153e-05;5.92325e-07;4.0319e-05;0.846;12.0
43;-7.0;5.0;4.03153e-05;5.92325e-07;4.0319e-05;0.84;12.0
44;-7.0;5.0;4.03153e-05;5.886e-07;4.0319e-05;0.84;12.0
45;-7.0;5.0;4.03153e-05;5.886e-07;4.0319e-05;0.84;12.0
