;I_mag;V_gen;X;Y;R;theta;Points
0;-12.0;5.0;3.97416e-05;5.66248e-07;3.97454e-05;0.816;12.0
1;-12.0;5.0;3.97416e-05;5.66248e-07;3.97454e-05;0.816;12.0
2;-12.0;5.0;3.97416e-05;5.66248e-07;3.97454e-05;0.816;12.0
3;-12.0;5.0;3.97416e-05;5.66248e-07;3.97454e-05;0.816;12.0
4;-12.0;5.0;3.97416e-05;5.66248e-07;3.97454e-05;0.816;12.0
5;-12.0;5.0;3.97416e-05;5.66248e-07;3.97454e-05;0.822;12.0
6;-12.0;5.0;3.97416e-05;5.69973e-07;3.97454e-05;0.822;12.0
7;-12.0;5.0;3.97416e-05;5.69973e-07;3.97454e-05;0.822;12.0
8;-12.0;5.0;3.97416e-05;5.69973e-07;3.97454e-05;0.822;12.0
9;-12.0;5.0;3.97416e-05;5.69973e-07;3.97454e-05;0.822;12.0
10;-12.0;5.0;3.97416e-05;5.69973e-07;3.97454e-05;0.828;12.0
11;-12.0;5.0;3.97416e-05;5.69973e-07;3.97454e-05;0.828;12.0
12;-12.0;5.0;3.97416e-05;5.69973e-07;3.97454e-05;0.828;12.0
13;-12.0;5.0;3.97416e-05;5.69973e-07;3.97454e-05;0.828;12.0
14;-12.0;5.0;3.97416e-05;5.69973e-07;3.97454e-05;0.834;12.0
15;-12.0;5.0;3.97416e-05;5.73698e-07;3.97454e-05;0.834;12.0
16;-12.0;5.0;3.97416e-05;5.73698e-07;3.97454e-05;0.834;12.0
17;-12.0;5.0;3.97416e-05;5.73698e-07;3.97454e-05;0.834;12.0
18;-12.0;5.0;3.97416e-05;5.77424e-07;3.97454e-05;0.834;12.0
19;-12.0;5.0;3.97416e-05;5.77424e-07;3.97454e-05;0.834;12.0
20;-12.0;5.0;3.97416e-05;5.77424e-07;3.97454e-05;0.834;12.0
21;-12.0;5.0;3.97416e-05;5.77424e-07;3.97454e-05;0.834;12.0
22;-12.0;5.0;3.97416e-05;5.77424e-07;3.97454e-05;0.84;12.0
23;-12.0;5.0;3.97416e-05;5.81149e-07;3.97454e-05;0.84;12.0
24;-12.0;5.0;3.97416e-05;5.81149e-07;3.97454e-05;0.84;12.0
25;-12.0;5.0;3.97416e-05;5.81149e-07;3.97454e-05;0.84;12.0
26;-12.0;5.0;3.97416e-05;5.84874e-07;3.97454e-05;0.846;12.0
27;-12.0;5.0;3.97416e-05;5.84874e-07;3.97454e-05;0.846;12.0
28;-12.0;5.0;3.97416e-05;5.84874e-07;3.97454e-05;0.846;12.0
29;-12.0;5.0;3.97416e-05;5.84874e-07;3.97454e-05;0.846;12.0
30;-12.0;5.0;3.97416e-05;5.84874e-07;3.97454e-05;0.852;12.0
31;-12.0;5.0;3.97416e-05;5.886e-07;3.97416e-05;0.852;12.0
32;-12.0;5.0;3.97416e-05;5.886e-07;3.97416e-05;0.852;12.0
33;-12.0;5.0;3.97416e-05;5.886e-07;3.97416e-05;0.852;12.0
